bus_id,Pd,lat,lon,County,BA,zone_name
56673,8.99,37.3293622337749,-91.9869074275371,Texas__MO,AECI,Missouri East
56685,7.03,37.04668513793511,-90.33190724499121,Wayne__MO,AECI,Missouri East
56686,4.4,37.2367030447125,-90.38106855830911,Wayne__MO,AECI,Missouri East
56689,3.56,37.334987524437295,-92.55711320943979,Wright__MO,AECI,Missouri East
56691,6.29,37.4122625270091,-92.50386602902842,Wright__MO,AECI,Missouri East
56693,3.56,37.253579171562,-92.48232232770307,Wright__MO,AECI,Missouri East
57022,4.41,40.120662470815795,-94.45566739612892,Gentry__MO,MPS,Missouri West
57024,3.2,40.071454385726,-94.54534648587,Gentry__MO,MPS,Missouri West
57026,19.4,39.75419775416521,-94.81137157692524,Buchanan__MO,MPS,Missouri West
57029,19.4,39.799010068458685,-94.7784068060499,Buchanan__MO,MPS,Missouri West
57030,19.91,39.8037250098834,-94.75272863847051,Buchanan__MO,MPS,Missouri West
57031,19.4,39.7989852410344,-94.8641095102522,Buchanan__MO,MPS,Missouri West
57033,15.19,39.83541041266711,-94.8393716739648,Andrew__MO,MPS,Missouri West
57037,14.17,39.884170961039295,-94.7994476130776,Andrew__MO,MPS,Missouri West
57038,14.17,39.814654223391685,-94.83004013522124,Buchanan__MO,MPS,Missouri West
57041,11.92,40.0084270628943,-94.74533045528791,Andrew__MO,MPS,Missouri West
57045,11.44,39.9399720138564,-94.74433518280482,Andrew__MO,MPS,Missouri West
57047,11.3,39.9773264126034,-94.8059714985758,Andrew__MO,MPS,Missouri West
57048,3.57,40.41531350488679,-95.18396455243321,Atchison__MO,MPS,Missouri West
57049,5.63,40.36805827127529,-95.37675726189421,Atchison__MO,MPS,Missouri West
57050,2.59,40.5092737766123,-95.61297828487648,Atchison__MO,MPS,Missouri West
57051,4.69,40.4411852144759,-95.5328191181607,Atchison__MO,MPS,Missouri West
57052,5.25,40.507803359398096,-95.35859707739357,Atchison__MO,MPS,Missouri West
57056,16.39,36.821943291059604,-93.7378644297136,Barry__MO,EDE,Missouri West
57058,14.76,36.743525212388,-93.6476708975217,Barry__MO,EDE,Missouri West
57059,13.07,36.794243326660094,-93.66859402134199,Barry__MO,EDE,Missouri West
57060,8.97,36.6703989883252,-93.81465334032987,Barry__MO,EDE,Missouri West
57062,8.97,36.642825999709686,-93.8215250823653,Barry__MO,EDE,Missouri West
57064,9.04,36.699727888854795,-93.829812357723,Barry__MO,EDE,Missouri West
57066,10.59,36.82618787182629,-93.5737314104682,Stone__MO,EDE,Missouri West
57067,4.45,36.85851508965949,-93.50666518867278,Stone__MO,EDE,Missouri West
57068,3.78,36.55337847789511,-93.68039857852,Barry__MO,EDE,Missouri West
57070,2.69,36.49323119542272,-93.75990987353391,Carroll__AR,CSWS,Missouri West
57071,11.81,36.739175061392096,-94.0471393928753,Barry__MO,EDE,Missouri West
57072,5.31,36.7578404006436,-93.48693729268801,Stone__MO,EDE,Missouri West
57074,11.72,36.8196856615233,-93.43720693637121,Stone__MO,EDE,Missouri West
57081,13.59,36.9052598417508,-93.87238740207071,Barry__MO,EDE,Missouri West
57083,13.59,36.907902346265104,-93.9116634450605,Barry__MO,EDE,Missouri West
57085,13.59,36.8826634682166,-93.93282398221508,Barry__MO,EDE,Missouri West
57088,8.46,37.060133149960095,-94.05788441492784,Lawrence__MO,EDE,Missouri West
57090,5.21,37.006582756926605,-94.05239344136221,Lawrence__MO,EDE,Missouri West
57091,3.88,36.9280247031897,-93.98767673979731,Barry__MO,EDE,Missouri West
57093,9.21,36.781501851642396,-93.9464854870302,Barry__MO,EDE,Missouri West
57097,10.85,36.6229617574741,-93.9572177418796,Barry__MO,EDE,Missouri West
57101,2.9,36.53806199052769,-93.92290649083851,Barry__MO,EDE,Missouri West
57102,5.73,36.647374816433704,-93.65659302413042,Barry__MO,EDE,Missouri West
57105,7.78,36.5098167299605,-93.57194145850893,Stone__MO,EDE,Missouri West
57108,3.5,36.9743460904243,-93.82988797542,Lawrence__MO,EDE,Missouri West
57109,6.97,36.5782208147154,-94.08034758835592,McDonald__MO,EDE,Missouri West
57110,6.94,37.47318972368289,-94.04679155500305,Dade__MO,EDE,Missouri West
57111,1.61,37.3379047484885,-94.09365089275984,Jasper__MO,EDE,Missouri West
57112,2.8,37.39349221854119,-94.40687553411522,Barton__MO,MPS,Missouri West
57113,8.88,37.57496308280721,-94.24130852487859,Barton__MO,MPS,Missouri West
57116,8.88,37.58273226025789,-94.26917932228079,Barton__MO,MPS,Missouri West
57119,8.88,37.472838030115476,-94.30820668055668,Barton__MO,MPS,Missouri West
57121,7.15,37.5326822630566,-94.54484030958307,Barton__MO,MPS,Missouri West
57122,4.58,37.43885773685209,-94.51417029111799,Barton__MO,MPS,Missouri West
57124,3.87,37.28609055953781,-94.45236206235987,Jasper__MO,EDE,Missouri West
57125,5.0,37.7075231976144,-94.14247190490542,Vernon__MO,MPS,Missouri West
57126,8.28,38.3566109147423,-94.35233589662279,Bates__MO,MPS,Missouri West
57127,11.3,38.4548762474679,-94.4458020821735,Bates__MO,MPS,Missouri West
57128,3.97,38.3247022270051,-94.52499826083857,Bates__MO,MPS,Missouri West
57129,7.41,38.224066730943896,-93.98565143561184,Henry/Rives__MO,KCPL_INDN,Missouri West
57130,3.49,38.06684034311321,-93.9902186394186,St. Clair__MO,KCPL_INDN,Missouri West
57131,6.43,38.506617144387114,-94.4067911498436,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57133,7.65,38.19051099291871,-94.2573489181808,Bates__MO,MPS,Missouri West
57136,7.65,38.26488738284831,-94.2011340647365,Bates__MO,MPS,Missouri West
57137,7.65,38.3173545929383,-94.29187136900649,Bates__MO,MPS,Missouri West
57139,2.36,38.53116590027581,-94.5769852875525,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57141,4.78,37.984520145416106,-94.53413613052669,Vernon__MO,MPS,Missouri West
57143,8.95,38.0967900007855,-94.39370301766321,Bates__MO,MPS,Missouri West
57145,5.07,38.5179012567873,-93.98322312628487,Henry/Rives__MO,KCPL_INDN,Missouri West
57147,14.27,38.35346907422989,-93.77537562678928,Henry/Rives__MO,KCPL_INDN,Missouri West
57148,16.38,38.4447183171079,-93.7190823543855,Henry/Rives__MO,KCPL_INDN,Missouri West
57151,14.27,38.389077673934395,-93.745431785435,Henry/Rives__MO,KCPL_INDN,Missouri West
57163,4.47,37.971041727569606,-93.6881235849579,St. Clair__MO,KCPL_INDN,Missouri West
57164,4.24,38.0252186884204,-93.66858775113407,St. Clair__MO,KCPL_INDN,Missouri West
57167,7.62,38.090816937831114,-93.6972084013353,St. Clair__MO,KCPL_INDN,Missouri West
57180,8.39,38.03561626384089,-93.4148722961157,Hickory__MO,EDE,Missouri West
57181,11.28,38.5322770282578,-93.51686887739687,Henry/Rives__MO,KCPL_INDN,Missouri West
57182,6.89,38.584044094859294,-93.48513941262159,Pettis__MO,MPS,Missouri West
57183,3.54,39.5412281140824,-94.8223906282647,Buchanan__MO,MPS,Missouri West
57186,12.8,39.53754607332832,-94.63362263132127,Buchanan__MO,MPS,Missouri West
57187,7.1,39.61552641133209,-94.6175309600486,Buchanan__MO,MPS,Missouri West
57188,3.44,39.56139379668791,-95.07173384674702,Buchanan__MO,MPS,Missouri West
57189,26.38,39.7303639356036,-94.89621111146059,Doniphan__KS,WR,Missouri West
57194,16.81,39.7326616360338,-94.733812793867,Buchanan__MO,MPS,Missouri West
57196,14.79,39.6968247729124,-94.80724658684376,Buchanan__MO,MPS,Missouri West
57199,27.37,39.758326834226,-94.9044192681738,Doniphan__KS,WR,Missouri West
57200,13.91,39.797613364665104,-94.79819702185341,Buchanan__MO,MPS,Missouri West
57202,13.91,39.727548271498996,-94.8246544357486,Buchanan__MO,MPS,Missouri West
57203,15.44,39.69420718299239,-94.8748858913042,Buchanan__MO,MPS,Missouri West
57204,14.99,39.67772662766061,-94.76667350706829,Buchanan__MO,MPS,Missouri West
57205,12.61,39.740882784997396,-94.96630190939621,Doniphan__KS,WR,Missouri West
57206,12.78,39.69728011229,-94.83676334927229,Buchanan__MO,MPS,Missouri West
57248,4.29,37.757216193946796,-92.8162713741943,Laclede__MO,KCPL_INDN,Missouri West
57261,3.32,39.564244413531604,-93.54709013329372,Carroll__MO,KCPL_INDN,Missouri West
57263,6.88,39.38067186164749,-93.49517522659508,Carroll__MO,KCPL_INDN,Missouri West
57264,5.62,39.321136191891696,-93.51328967984699,Carroll__MO,KCPL_INDN,Missouri West
57266,7.15,39.270002192790095,-93.50127299811427,Carroll__MO,KCPL_INDN,Missouri West
57269,5.29,39.619453223151694,-93.4145962101507,Livingston__MO,KCPL_INDN,Missouri West
57271,4.77,39.26344874893872,-93.6847256648229,Carroll__MO,KCPL_INDN,Missouri West
57272,44.02,38.73324956158049,-94.54452995892008,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57273,1.48,38.773825953381404,-94.55551988960488,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57274,22.01,38.773825953381404,-94.55551988960488,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57277,23.67,38.800761251973,-94.6282285719028,Johnson__KS,KCPL_INDN,Missouri West
57279,2.16,38.64542385044209,-94.6503573422106,Miami__KS,KCPL_INDN,Missouri West
57280,7.39,38.61718495815008,-94.50533483476801,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57283,7.43,38.549454134885394,-94.10261298434769,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57284,8.32,38.812788135620295,-94.34168527375616,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57286,24.22,38.5437283547999,-94.22656015727148,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57288,15.49,38.66673192186471,-94.35669813347616,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57289,15.8,38.63364830829569,-94.27669022031617,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57290,3.56,38.8663860470856,-94.1156787841133,Johnson__MO,MPS,Missouri West
57291,3.65,38.8663860470856,-94.1156787841133,Johnson__MO,MPS,Missouri West
57292,10.86,38.8161802725414,-94.04631627619892,Johnson__MO,MPS,Missouri West
57294,15.56,38.88741866989769,-94.40012318164568,Jackson__MO,MPS,Missouri West
57296,15.56,38.762793126282794,-94.4027889227112,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57298,9.58,38.7059270794664,-94.44971531365631,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57299,9.58,38.77876936615329,-94.3802258488908,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57300,9.61,38.82438091285249,-94.40459479869921,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57302,13.98,38.75745026641332,-94.25432271140508,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57305,22.17,38.81514708583421,-94.1803412818095,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57306,13.85,38.747266867006495,-94.1842210509109,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57308,16.95,38.844336463777296,-94.3524357126844,Jackson__MO,MPS,Missouri West
57309,0.37,38.748146668629396,-94.46160454125143,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57310,16.95,38.748146668629396,-94.46160454125143,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57311,16.95,38.75835322520121,-94.51692012521029,Cass/Van Buren__MO,KCPL_INDN,Missouri West
57313,9.36,37.831661211552,-94.027368195736,Cedar__MO,EDE,Missouri West
57316,8.44,37.8030597220658,-94.0393546677749,Cedar__MO,EDE,Missouri West
57318,8.44,37.8513983335614,-93.99239896260609,Cedar__MO,EDE,Missouri West
57321,10.34,37.591377150991,-93.591529979515,Polk__MO,EDE,Missouri West
57324,9.1,37.7833688330475,-93.5352117505068,Polk__MO,EDE,Missouri West
57327,6.93,37.91368538807251,-93.65861804461828,St. Clair__MO,KCPL_INDN,Missouri West
57328,6.24,37.66431082162829,-93.81682378061602,Cedar__MO,EDE,Missouri West
57331,6.46,37.728745546295094,-93.92852533041952,Cedar__MO,EDE,Missouri West
57335,5.66,37.73200339751071,-93.88274224449648,Cedar__MO,EDE,Missouri West
57337,7.84,39.7723926570859,-93.06390497328847,Linn__MO,KCPL_INDN,Missouri West
57339,6.62,39.766312973321796,-93.0009661974595,Linn__MO,KCPL_INDN,Missouri West
57342,9.24,39.88648332331049,-93.0459011449408,Linn__MO,KCPL_INDN,Missouri West
57343,5.37,39.46451074119471,-93.1327890082842,Chariton__MO,KCPL_INDN,Missouri West
57344,4.65,39.22618009110619,-92.8042065983315,Howard__MO,KCPL_INDN,Missouri West
57345,3.24,39.151495971707604,-92.91292329910759,Saline__MO,KCPL_INDN,Missouri West
57347,5.73,39.47495259144199,-92.97084942357313,Chariton__MO,KCPL_INDN,Missouri West
57348,4.86,39.6368472929782,-92.93355646408727,Chariton__MO,KCPL_INDN,Missouri West
57349,7.06,39.7067768278458,-92.89640419055848,Linn__MO,KCPL_INDN,Missouri West
57351,3.34,39.4753201001694,-92.8472938460796,Chariton__MO,KCPL_INDN,Missouri West
57352,8.18,39.4762848382084,-92.7299652767186,Chariton__MO,KCPL_INDN,Missouri West
57353,9.95,36.98611011832391,-93.58470055413807,Stone__MO,EDE,Missouri West
57356,5.64,37.0192194772808,-93.60579315868044,Christian__MO,EDE,Missouri West
57357,13.6,37.0734557693275,-93.47405493536807,Christian__MO,EDE,Missouri West
57359,7.31,36.961803138185296,-93.35247132818728,Stone__MO,EDE,Missouri West
57360,4.48,37.21042302846461,-92.92465631913271,Webster__MO,KCPL_INDN,Missouri West
57361,4.76,37.0569426943851,-92.90243757075413,Douglas__MO,KCPL_INDN,Missouri West
57363,4.48,37.16485585871569,-92.92989329290458,Webster__MO,KCPL_INDN,Missouri West
57364,7.17,36.88324397317489,-93.14930134128578,Christian__MO,EDE,Missouri West
57365,8.65,36.84215838701991,-93.1834311548764,Christian__MO,EDE,Missouri West
57367,10.57,36.8057626628277,-93.05725231583251,Taney__MO,EDE,Missouri West
57368,5.48,36.851521508024405,-93.3064304218452,Christian__MO,EDE,Missouri West
57371,24.08,37.080770509769,-93.24006389464516,Christian__MO,EDE,Missouri West
57374,29.11,37.053778965270794,-93.35712597225893,Christian__MO,EDE,Missouri West
57375,29.11,37.00860639375299,-93.3664396275592,Christian__MO,EDE,Missouri West
57377,23.05,36.9553491544452,-93.27822247407259,Christian__MO,EDE,Missouri West
