"2016 Form EIA-860 Data - Schedule 3, 'Wind Technology Data' (Operable Units Only)",,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet)
11479,Madison Gas & Electric Co,56386,Top of Iowa Windfarm III,IA,Worth,TOI3,OP,Onshore Wind Turbine,WT,Electric Utility,1,29.7,3.8,3.8,2,2008,18,Vestas,V82-1.65,19,2,262
20847,Wisconsin Electric Power Co,56391,Blue Sky Green Field Wind Project,WI,Fond Du Lac,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,145.2,21,61,5,2008,88,Vestas,V82-1.65,19,2,213.2
55696,FPL Energy Oliver County Wind,56392,FPL Energy Oliver Wind I LLC,ND,Oliver,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.6,50.6,50.6,12,2006,22,Siemens,SWT-2.3-93,19,2,262.4
56215,E ON Climate Renewables N America LLC,56394,Forest Creek Wind Farm LLC,TX,Glasscock,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,124.2,124.2,124.2,12,2006,54,Siemens,SWT-2.3-93,18.6,2,262.4
54759,Mesquite Wind LLC,56395,Mesquite Wind Power LLC,TX,Shackelford,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200,200,200,11,2007,100,Gamesa,G87-2.0,19,2,255
15399,Avangrid Renewables LLC,56399,Lempster Wind LLC,NH,Sullivan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,24,24,24,12,2008,12,Gamesa,G87-2.0,18,2,255
54789,"AgriWind Project, LLC",56408,Agriwind,IL,BUREAU,AWND1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,8.4,8.4,8.4,7,2007,4,Suzlon,S88-2100,15.9,2,262.4
54790,Stahl Wind Energy LLC,56409,Stahl Wind Energy,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,18.6,2,240
54791,Carstensen Wind LLC,56410,Carstensen Wind,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,17.4,2,240
54792,Northern Lights Wind LLC,56411,Northern Lights Wind LLC,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,18.1,2,240
54793,Lucky Wind LLC,56412,Lucky Wind,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,17.6,2,240
54794,Greenback Energy LLC,56413,Greenback Energy,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,18.4,2,240
40580,Southern Minnesota Mun P Agny,56414,Redwood Falls Wind,MN,Redwood,WND1,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,19.1,2,237
40580,Southern Minnesota Mun P Agny,56414,Redwood Falls Wind,MN,Redwood,WND2,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.7,1.7,1.7,1,2005,1,Vestas,V82-1.65,19.1,2,237
40580,Southern Minnesota Mun P Agny,56415,Fairmont Wind,MN,Martin,WND1,OP,Onshore Wind Turbine,WT,Electric Utility,1,1,0.9,0.9,3,2003,1,NEG-Micon,NM54/950,16.8,2,237
40580,Southern Minnesota Mun P Agny,56415,Fairmont Wind,MN,Martin,WND2,OP,Onshore Wind Turbine,WT,Electric Utility,1,1,0.9,0.9,3,2003,1,NEG-Micon,NM54/950,16.8,2,237
40580,Southern Minnesota Mun P Agny,56415,Fairmont Wind,MN,Martin,WND3,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.7,1.7,1.7,12,2004,1,Vestas,V82-1.65,19.1,2,237
40580,Southern Minnesota Mun P Agny,56415,Fairmont Wind,MN,Martin,WND4,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.7,1.7,1.7,1,2005,1,Vestas,V82-1.65,19.1,2,237
54800,"Michigan Wind 1, LLC",56416,Michigan Wind 1,MI,Huron,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,69,69,69,12,2008,46,GE,1.5 SLE,15.7,2,262.5
54819,FPL Energy Mower County LLC,56424,Mower County Wind Energy Center,MN,Mower,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.9,98.9,98.9,12,2006,43,Siemens,SWT-1.0-54,19,2,262.5
59883,NRG Energy Gas & Wind Holdings Inc,56432,Wildorado Wind LLC,TX,Oldham,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,161,161,161,4,2007,70,Siemens,SWT-2.3-93,19,2,262.4
11208,Los Angeles Department of Water & Power,56433,Pine Tree Wind Power Project,CA,Kern,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,135,135,135,6,2009,90,GE,1.5 SLE,19,2,218
56592,Idaho Wind Partners 1 LLC,56434,Burley Butte Windpark,ID,Cassia,BBWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.3,21.3,21.3,2,2011,13,GE,1.5 XLE,14.9,2,262.4
56592,Idaho Wind Partners 1 LLC,56435,Golden Valley Wind Park LLC,ID,Cassia,GVWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,12,12,12,1,2011,8,GE,1.5 XLE,14.1,2,262.4
56592,Idaho Wind Partners 1 LLC,56437,Milner Dam Wind Park LLC,ID,Cassia,MDWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,19.5,19.5,19.5,2,2011,13,GE,1.5 XLE,14.4,2,262.4
56592,Idaho Wind Partners 1 LLC,56439,Oregon Trail Wind Park,ID,Twin Falls,OTWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,13.5,13.5,13.5,1,2011,9,GE,1.5 XLE,14,2,262.4
56592,Idaho Wind Partners 1 LLC,56440,Pilgrim Stage Wind Park,ID,Twin Falls,PSWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.5,10.5,10.5,1,2011,7,GE,1.5 XLE,14.9,2,262.4
56592,Idaho Wind Partners 1 LLC,56441,Salmon Falls Wind Park,ID,Twin Falls,SFWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21,21,21,4,2011,14,GE,1.5 XLE,14.4,2,262.4
56592,Idaho Wind Partners 1 LLC,56442,Thousand Springs Wind Park,ID,Twin Falls,TSWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,12,12,12,1,2011,8,GE,1.5 XLE,13.8,2,262.4
56592,Idaho Wind Partners 1 LLC,56443,Tuana Gulch Wind Park,ID,Twin Falls,TGWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.5,10.5,10.5,1,2011,7,GE,1.5 XLE,14.1,2,262.4
50123,"Leeward Asset Management, LLC",56446,Buena Vista Energy LLC,CA,Contra Costa,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,38,38,38,12,2006,38,Mitsubishi,MWT-1000,13.6,1,197
57170,"EDF Renewable Asset Holdings, Inc.",56447,Hawi  Wind Farm,HI,Hawaii,V-47,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.6,10.6,10.6,5,2006,16,Vestas,V47-660,22.4,1,131.2
59155,"First Wind O&M, LLC",56448,Mars Hill Wind Farm Project,ME,Aroostook,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,42,42,42,3,2007,28,GE,1.5 SLE,19,2,262.4
59155,"First Wind O&M, LLC",56449,Kaheawa Pastures Wind Farm,HI,Maui,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,30,30,30,1,2006,20,GE,1.5 SE,22,1,298
50123,"Leeward Asset Management, LLC",56450,GSG LLC,IL,Lee,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80,80,80,6,2007,40,Gamesa,G87-2.0,19,2,256
50123,"Leeward Asset Management, LLC",56451,Allegheny Ridge Wind Farm,PA,Cambria,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80,80,80,6,2007,40,Gamesa,G87-2.0,19,2,256
54870,FPL Energy Red Canyon LLC,56457,Post Wind Farm LP,TX,Borden,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,84,84,84,4,2006,56,GE,1.5 SLE,19,2,262.5
15399,Avangrid Renewables LLC,56459,MinnDakota Wind LLC,MN,Lincoln,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,1,2008,100,GE,1.5 SLE,16.1,2,262
15399,Avangrid Renewables LLC,56460,Twin Buttes Wind Project,CO,Bent,WT1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,75,75,75,7,2007,50,GE,1.5 SLE,17.4,2,255
14354,PacifiCorp,56466,Marengo Wind Plant,WA,Columbia,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,140.4,140.4,140.4,8,2007,78,Vestas,V80-1.8,25.3,2,213
14354,PacifiCorp,56466,Marengo Wind Plant,WA,Columbia,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,70.2,70.2,70.2,1,2008,39,Vestas,V80-1.8,25.3,2,213
15399,Avangrid Renewables LLC,56468,Klondike Windpower III,OR,Sherman,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,221,221,221,11,2007,124,Siemens,SWT-2.3-93,16.5,2,262.4
15399,Avangrid Renewables LLC,56468,Klondike Windpower III,OR,Sherman,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,76.5,76.5,76.5,7,2008,51,Siemens,SWT-2.3-93,16.5,2,262.4
15399,Avangrid Renewables LLC,56470,Locust Ridge,PA,Schuylkill,LRWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,26,26,26,3,2007,13,Gamesa,G87-2.0,15.3,2,255
56215,E ON Climate Renewables N America LLC,56479,Sand Bluff Wind Farm,TX,Glasscock,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,90,90,90,1,2007,45,Gamesa,G87-2.0,18.6,2,255.9
54759,Mesquite Wind LLC,56483,Post Oak Wind LLC,TX,Shackelford,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200,200,200,3,2008,100,Gamesa,G87-2.0,19,2,255
19740,AES Wind Generation Inc,56484,Buffalo Gap 2 Wind Farm,TX,Nolan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,232.5,232.5,232.5,7,2007,155,GE,1.5 S,17,2,201
15248,Portland General Electric Co,56485,Biglow Canyon Wind Farm,OR,Sherman,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,125.4,125.4,125.4,12,2007,76,Vestas,V82-1.65,19,2,260
15248,Portland General Electric Co,56485,Biglow Canyon Wind Farm,OR,Sherman,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,163.3,163.3,163.3,9,2009,71,Siemens,SWT-2.3-93,19,2,262.4
15248,Portland General Electric Co,56485,Biglow Canyon Wind Farm,OR,Sherman,3,OP,Onshore Wind Turbine,WT,Electric Utility,1,161,161,161,8,2010,70,Siemens,SWT-2.3-93,19,2,262.4
55907,White Creek Wind 1 LLC,56487,White Creek Wind Farm,WA,Klickitat,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,204,204,204,11,2007,89,Siemens,SWT-2.3-93,17.6,2,260
55886,Smoky Hills Wind Farm I LLC,56488,Smoky Hills Wind Project Phase I,KS,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.8,100.8,100.8,1,2008,56,Vestas,V80-1.8,24,2,328
49893,Invenergy Services LLC,56493,Buffalo Mountain Energy Center,TN,Anderson,4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,27,27,27,12,2004,15,Vestas,V80-1.8,17,2,255.8
54904,High Prairie Wind Farm II LLC,56494,Prairie Star Wind Farm,MN,Mower,HP2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.6,100.6,100.6,12,2007,61,Vestas,V82-1.65,16.4,2,265
17058,Shell Wind Energy Inc.,56495,NedPower Mount Storm,WV,Grant,MS1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,164,164,164,3,2008,82,Gamesa,G80-2.0,18.3,1,255.9
17058,Shell Wind Energy Inc.,56495,NedPower Mount Storm,WV,Grant,MS2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100,100,100,12,2008,50,Gamesa,G80-2.0,18.3,1,255.9
12341,MidAmerican Energy Co,56501,Pomeroy Wind Farm,IA,Pocahontas,PWF,OP,Onshore Wind Turbine,WT,Electric Utility,1,123,123,123,12,2007,82,GE,1.5 SLE,16.8,3,263
12341,MidAmerican Energy Co,56501,Pomeroy Wind Farm,IA,Pocahontas,PWF2,OP,Onshore Wind Turbine,WT,Electric Utility,1,75,75,75,12,2007,50,GE,1.5 SLE,16.8,3,263
12341,MidAmerican Energy Co,56501,Pomeroy Wind Farm,IA,Pocahontas,PWF3,OP,Onshore Wind Turbine,WT,Electric Utility,1,58.5,58.5,58.5,12,2008,39,GE,1.5 SLE,16.8,3,263
12341,MidAmerican Energy Co,56501,Pomeroy Wind Farm,IA,Pocahontas,PWF4,OP,Onshore Wind Turbine,WT,Electric Utility,1,29.9,29.9,29.9,8,2011,34,Siemens,SWT-2.3-101,16.8,3,262.4
49893,Invenergy Services LLC,56506,Scurry County Wind LP,TX,Scurry,SCW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,130.5,130.5,130.5,5,2007,87,GE,1.5 SLE,18.6,2,263
55734,"Cow Branch Wind Power, LLC",56536,Cow Branch,MO,Atchison,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.4,50.4,50.4,4,2008,24,Suzlon,S88-2100,17,2,262.4
55735,"CR Clearing, LLC",56537,Conception,MO,Nodaway,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.4,50.4,50.4,4,2008,24,Suzlon,S88-2100,16,2,262.4
55736,Loess Hills Wind Farm LLC,56538,Loess Hills,MO,Atchison,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,5,5,5,2,2008,4,Suzlon,S64-1250,13.2,2,244.4
59883,NRG Energy Gas & Wind Holdings Inc,56543,Eastridge Wind Project,MN,Murray,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.4,10.4,10.4,4,2006,8,Suzlon,S64-950,17,3,213
59883,NRG Energy Gas & Wind Holdings Inc,56544,Windom Wind Project,MN,Cottonwood,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,15.6,15.6,15.6,3,2006,12,Suzlon,S64-1250,17,2,213
55737,"Wind Capital Holdings, LLC",56555,Bluegrass Ridge,MO,Gentry,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,56.7,56.7,56.7,6,2007,27,Suzlon,S88-2100,16,2,262.4
55838,"Exelon Wind 1, LLC",56557,EXC Wind 1,TX,Hansford,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,2,2006,8,Suzlon,S64-1250,19.1,2,244.4
55837,"Exelon Wind 2, LLC",56558,EXC Wind 2,TX,Hansford,JDW2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,2,2006,8,Suzlon,S64-1250,19.1,2,244.4
55836,"Exelon Wind 3, LLC",56559,EXC Wind 3,TX,Hansford,JDW3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,2,2006,8,Suzlon,S64-1250,19.1,2,244.4
55835,"Exelon Wind 4, LLC",56560,EXC Wind 4,TX,Hansford,JDW4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,79.8,79.8,79.8,1,2008,38,Suzlon,S88-2100,19.1,2,262.4
55834,"Exelon Wind 5, LLC",56561,EXC Wind 5,TX,Sherman,JDW5,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,11,2006,8,Suzlon,S64-1250,20,2,244.4
55833,"Exelon Wind 6, LLC",56562,EXC Wind 6,TX,Sherman,JDW6,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10,10,10,1,2007,8,Suzlon,S64-1250,20,2,244.4
55785,FPL Peetz Table Wind Energy,56563,Peetz Table Wind Energy,CO,Logan,GE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,199.5,199.5,199.5,9,2007,133,GE,1.5 SLE,19,2,262.5
2770,Terra-Gen Operating Co LLC,56570,Terra-Gen VG Wind LLC,CA,Kern,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,7.4,7.4,7.4,1,1984,10,Zond,Z-50,22.4,1,180
54799,FPL Energy Oliver County Wind II LLC,56573,FPL Energy Oliver Wind II LLC,ND,Oliver,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,48,48,48,12,2007,32,GE,1.5 S,19,2,262.5
59155,"First Wind O&M, LLC",56575,Steel Winds Wind Farm,NY,Erie,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20,20,20,6,2007,8,Clipper,Liberty C96,19,2,262.4
55832,Shane's Wind Machine LLC,56577,Shane's Wind Machine,MN,Pipestone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,7,2006,1,Suzlon,S88-2100,16.8,2,262.4
56808,Norgard 1,56578,Roadrunner I LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
56808,Norgard 1,56579,Windy Dog I LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
56807,Moore 1,56580,Blue Breezes LLC,MN,Faribault,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17,2,244.4
56807,Moore 1,56581,Blue Breezes II LLC,MN,Faribault,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17,2,244.4
56808,Norgard 1,56582,Breezy Bucks II LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
56808,Norgard 1,56583,Salty Dog I LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
56808,Norgard 1,56584,Salty Dog II LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
56808,Norgard 1,56585,Wallys Wind Farm LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
60661,Midwest Power Partners LLC,56586,Sunset Breeze LLC,MN,Nobles,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17.9,2,244.4
60661,Midwest Power Partners LLC,56587,Minnesota Breeze LLC,MN,Nobles,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17.9,2,244.4
60661,Midwest Power Partners LLC,56588,G Flow Wind LLC,MN,Nobles,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17.9,2,244.4
60661,Midwest Power Partners LLC,56589,Wolf Wind Enterprises LLC,MN,Nobles,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17.9,2,244.4
60661,Midwest Power Partners LLC,56590,Green Acres Breeze LLC,MN,Nobles,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,17.9,2,244.4
56568,United Materials of Great Falls Inc,56591,Horseshoe Bend Wind Park,MT,Cascade,HBWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9,9,9,2,2006,6,GE,1.5 SLE,19,2,262.5
56215,E ON Climate Renewables N America LLC,56592,Champion Wind Farm LLC,TX,Nolan,CH1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,126.5,126.5,126.5,2,2008,55,Siemens,SWT-2.3-93,18.6,2,262.4
56215,E ON Climate Renewables N America LLC,56593,Roscoe Wind Farm LLC,TX,Nolan,RO1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,209,209,209,2,2008,209,Mitsubishi,MWT-1000A,18.3,2,226.4
56215,E ON Climate Renewables N America LLC,56594,Munnsville Wind Farm LLC,NY,Madison,MU1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,34.5,34.5,34.5,10,2007,23,GE,1.5 SLE,15.9,2,262.4
56808,Norgard 1,56595,Breezy Bucks I LLC,MN,Lincoln,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.3,1.3,1.3,5,2006,1,Suzlon,S64-1250,16.8,2,244.4
55847,Snyder Wind Farm LLC,56602,Snyder Wind Farm,TX,Scurry,SNY1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,63,63,63,12,2007,21,Vestas,V90-3.0,24,2,328
55799,FPL Energy Langdon Wind LLC,56605,Langdon Wind  LLC,ND,Cavalier,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,118.5,118.5,118.5,12,2007,106,GE,1.5 SLE,19,2,262.5
1307,Basin Electric Power Coop,56607,Prairie Winds ND1,ND,Ward,ND1,OP,Onshore Wind Turbine,WT,Electric Utility,1,115.5,115.5,115.5,12,2009,77,GE,1.5 SLE,22.4,2,262.5
1307,Basin Electric Power Coop,56608,Prairie Winds SD1,SD,Jerauld,SD1,OP,Onshore Wind Turbine,WT,Electric Utility,1,150,150,150,2,2011,100,GE,1.5 SLE,22.4,2,262.5
1307,Basin Electric Power Coop,56608,Prairie Winds SD1,SD,Jerauld,SD2,OP,Onshore Wind Turbine,WT,Electric Utility,1,10.5,10.5,10.5,2,2011,7,GE,1.5 SLE,22.4,2,262.5
1307,Basin Electric Power Coop,56608,Prairie Winds SD1,SD,Jerauld,SD3,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.5,1.5,1.5,2,2011,1,GE,1.5 SLE,22.4,2,262.5
55862,Logan Wind Energy LLC,56613,Logan Wind Energy,CO,Logan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,201,201,201,10,2007,134,GE,1.5 SLE,19,2,262.5
55866,Old Trail Wind Farm LLC,56614,Old Trail Wind Farm,IL,McLean,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,198,198,198,12,2007,120,Vestas,V82-1.65,19,2,262
57170,"EDF Renewable Asset Holdings, Inc.",56617,Fenton Wind Farm,MN,Murray,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,205.5,205.5,205.5,9,2007,137,GE,1.5 SLE,19,2,262.4
55868,Noble Wind Operations LLC,56618,Noble Clinton Windpark LLC,NY,Clinton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,5,2008,67,GE,1.5 SLE,19,2,262
55868,Noble Wind Operations LLC,56619,Noble Ellenburg Windpark LLC,NY,Clinton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,81,81,81,5,2008,54,GE,1.5 SLE,19,2,262
55868,Noble Wind Operations LLC,56620,Noble Bliss Windpark LLC,NY,Wyoming,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,5,2008,67,GE,1.5 SLE,19,2,262
59883,NRG Energy Gas & Wind Holdings Inc,56621,Sleeping Bear LLC,OK,Harper,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,94.5,94.5,94.5,10,2007,45,Suzlon,S88-2100,19,2,262.4
15399,Avangrid Renewables LLC,56622,Providence Heights Wind LLC,IL,Bureau,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,72,72,72,8,2008,36,Gamesa,G87-2.0,17,2,255
55880,Telocaset Wind Power Partners,56623,Elkhorn Valley Wind Farm,OR,Union,EH1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.7,100.7,100.7,12,2007,61,Vestas,V82-1.65,17,2,240
57158,Ewington Wind Project,56624,BC Energy LLC,MN,Jackson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4,4,4,1,2008,2,Suzlon,S88-2100,17.8,2,262.4
57158,Ewington Wind Project,56625,KC Energy LLC,MN,Jackson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4,4,4,1,2008,2,Suzlon,S88-2100,17.8,2,262.4
57158,Ewington Wind Project,56626,K&D Energy LLC,MN,Jackson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4,4,4,1,2008,2,Suzlon,S88-2100,17.8,2,262.4
57158,Ewington Wind Project,56627,KSS Turbines LLC,MN,Jackson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4,4,4,1,2008,2,Suzlon,S88-2100,17.8,2,262.4
56805,Exelon Wind LLC,56628,Prairie Wind Power LLC,MN,Jackson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4,4,4,1,2008,2,Suzlon,S88-2100,17.8,2,262.4
12647,"ALLETE, Inc.",56630,Taconite Ridge 1 Wind Energy Center,MN,St Louis,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,25,25,25,5,2008,10,Clipper,Liberty C96,20,2,262.4
59155,"First Wind O&M, LLC",56633,Dutch Hill Wind Project,NY,Steuben,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,37.5,37.5,37.5,1,2009,15,Clipper,Liberty C96,19,2,262.4
59155,"First Wind O&M, LLC",56634,Cohocton Wind Project,NY,Steuben,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,87.5,87.5,87.5,1,2009,35,Clipper,Liberty C96,19,2,262.4
55873,"Harvest Windfarm, LLC",56635,Harvest,MI,Huron,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,52.8,52.8,52.8,1,2008,32,Vestas,V82-1.65,15.6,2,262.4
55891,"Hot Springs Windfarm, LLC",56636,Mountain Home,ID,Elmore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21,21,21,5,2008,10,Suzlon,S88-2100,14.7,2,262.4
55890,Bennett Creek Windfarm LLC,56637,Bennett Creek Windfarm LLC,ID,Elmore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21,21,21,7,2008,10,Suzlon,S88-2100,14.7,2,262.4
19740,AES Wind Generation Inc,56638,Buffalo Gap 3 Wind Farm,TX,Nolan,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,170.2,170.2,170.2,8,2008,74,Siemens,SWT-1.3-62,17,1,262
55931,Orion Energy Group LLC,56640,Camp Grove Wind Farm,IL,Stark,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150,150,150,12,2007,100,GE,1.5 SLE,20,2,262
49893,Invenergy Services LLC,56644,Stanton Wind Energy LLC,TX,Martin,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120,120,120,2,2008,80,GE,1.5 SLE,17.4,2,263
