Area Name,UA,State,UA Number,Census Division,Census Division 2,Census Division 3,Total Number of Census Divisions,Weight Factor - 1st,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck  - 300 mi,Transit Bus,MDV Truck,HDV Truck
"'Coeur d''Alene, ID'",Coeur dAlene,ID,160,8,0,0,1,1,40235954.61,37523919.75,52408184.9,83064845.47,57126712.46,23567099.63,392414.7901,14258.3394,21309.15407
"'Idaho Falls, ID'",Idaho Falls,ID,161,8,0,0,1,1,23925984.05,22313294.52,31164102.06,49393836.62,33969936.2,14013984.64,233346.272,8478.605876,12671.31563
"'Nampa, ID'",Nampa,ID,162,8,0,0,1,1,50142045.69,46762307.91,65311078.79,103515408.5,71191307.73,29369319,489027.3022,17768.74223,26555.4673
"'Pocatello, ID'",Pocatello,ID,163,8,0,0,1,1,22609792.31,21085818.41,29449734.39,46676633.45,32101216.85,13243061.66,220509.6658,8012.18949,11974.25419
"'Lewiston, ID--WA'",Lewiston,ID--WA,164,8,9,0,2,0.5,13064754.22,12184147.08,17017119.67,26971443.84,18549241.96,7652319.106,127418.4454,4629.732329,6919.156342
"'Bloomington--Normal, IL'",Bloomington--Normal,IL,165,3,0,0,1,1,50439192.21,47039425.79,65698118.44,104128850.6,71613194.17,29543364.37,418104.6631,23937.99435,23895.25627
"'Carbondale, IL'",Carbondale,IL,166,3,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Champaign, IL'",Champaign,IL,167,3,0,0,1,1,43220692.1,40307476.18,56295868.83,89226666.68,61364420.8,25315327.21,358268.4836,20512.15807,20475.53635
"'Danville, IL'",Danville,IL,168,3,0,0,1,1,20183651.67,18823207.57,26289634.7,41668003.74,28656600.21,11822016.76,167307.9705,9578.982504,9561.880512
"'Decatur, IL'",Decatur,IL,169,3,0,0,1,1,33591537.59,31327358.15,43753690.69,69347823.5,47693018.03,19675315.79,278449.7112,15942.24653,15913.78378
"'DeKalb, IL'",DeKalb,IL,170,3,0,0,1,1,19421477.08,18112406.04,25296886.13,40094537.54,27574470.34,11375594.04,160990.0908,9217.261188,9200.805001
"'Kankakee, IL'",Kankakee,IL,171,3,0,0,1,1,25181957.4,23484611.16,32800034.01,51986722.34,35753157.93,14749636.35,208740.3337,11951.13418,11929.79703
"'Peoria, IL'",Peoria,IL,172,3,0,0,1,1,100287226,93527539.2,130626240.5,207037288.3,142387066,58740474.05,831309.048,47595.43017,47510.4549
"'Rock Hill, SC'",Rockford,IL,173,3,0,0,1,1,41412407.31,38621076.92,53940543.08,85493567.56,58797032.88,24256174.95,721220.4575,12294.8203,10345.16848
"'South Bend, IN--MI'",Springfield,IL,174,3,0,0,1,1,132317159.2,123398560.1,172345937.3,273161286.1,187862942,77501128.28,750981.4866,43602.48507,65162.3535
"'Chicago, IL--IN'",Chicago,IL--IN,175,3,0,0,1,1,3158575986,2945677640,4114112263,6520700918,4484522956,1850048686,26182325.5,1499032.217,1496355.895
"'Alton, IL--MO'",Alton,IL--MO,176,3,4,0,2,1,0,0,0,0,0,0,0,0,0
"'Round Lake Beach--McHenry--Grayslake, IL--WI'",Round Lake Beach--McHenry--Grayslake,IL--WI,177,3,0,0,1,1,6635207.043,6187972.4,8642498.007,13698008.49,9420618.164,3886389.348,55001.09902,3149.010556,3143.388419
"'Anderson, IN'",Anderson,IN,178,3,0,0,1,1,50402430.49,47005145.72,65650246.55,104052965,71561004.89,29521834.17,286064.8793,16609.11734,24821.73146
"'Bloomington, IN'",Bloomington,IN,179,3,0,0,1,1,31759030.32,29618370.26,41366818.04,65564720.58,45091240.69,18601976.48,180252.0849,10465.55605,15640.39898
"'Columbus, IN'",Columbus,IN,180,3,0,0,1,1,34730200.56,32389274.14,45236830.99,71698533.37,49309686.62,20342257.54,197115.3085,11444.64604,17103.61392
"'Fort Wayne, IN'",Fort Wayne,IN,181,3,0,0,1,1,161240343.2,150372229.1,210019004.6,332871562.5,228927868.6,94442085.95,915138.3944,53133.54442,79406.18061
"'Indianapolis, IN'",Indianapolis,IN,182,3,0,0,1,1,830155154.2,774200045.9,1081294890,1713808330,1178648261,486240495.9,4711642.509,273561.1008,408827.275
"'Kokomo, IN'",Kokomo,IN,183,3,0,0,1,1,24855543,23180200.03,32374877.76,51312861.72,35289719.5,14558449.09,141070.5365,8190.649264,12240.6322
"'Lafayette, IN'",Lafayette,IN,184,3,0,0,1,1,41424337.24,38632204.63,53956087.57,85518199.67,58813973.29,24263163.56,235108.6628,13650.56549,20400.28159
"'Muncie, IN'",Muncie,IN,185,3,0,0,1,1,35357029.98,32973853.25,46053289.75,72992587.22,50199654.47,20709405.59,200672.952,11651.20519,17412.30918
"'Terre Haute, IN'",Terre Haute,IN,186,3,0,0,1,1,45580846.69,42508552.07,59370030.26,94099078.17,64715355.22,26697724.38,258699.4175,15020.26041,22447.24164
"'Evansville, IN--KY'",Evansville,IN--KY,187,3,6,0,2,0.5,110455989.2,103010902.9,143871294.6,228030138.1,156824611.6,64696550.66,626905.8641,36398.57182,54396.36297
"'El Paso, TX--NM'",Elkhart,IN--MI,188,3,0,0,1,1,230667810.6,215120057.1,300449751.1,476200627.7,327500474.8,135107307.7,2665322.258,140114.4037,160088.3059
"'Michigan City--La Porte, IN--MI'",Michigan City--La Porte,IN--MI,189,3,0,0,1,1,40017159.79,37319875.43,52123208.76,82613161.47,56816072.96,23438948.16,227122.0629,13186.85818,19707.28762
"'Sierra Vista, AZ'",South Bend,IN--MI,190,3,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Lawrence, KS'",Lawrence,KS,191,4,0,0,1,1,27403747.47,25556647.38,35693968.73,56573485.64,38907641.71,16050989.62,239034.3038,11004.26816,15809.04333
"'Manchester, NH'",Manhattan,KS,192,4,0,0,1,1,74907275.33,69858282.43,97568322.73,154641824.2,106352801.5,43874869.76,737324.6488,22366.0834,8868.156531
"'Topeka, KS'",Topeka,KS,193,4,0,0,1,1,61593019.12,57441452.94,80226228.21,127155301.9,87449321.39,36076412.96,537256.6091,24733.33618,35532.61133
"'Wichita, KS'",Wichita,KS,194,4,0,0,1,1,197324776.4,184024456.3,257019752.7,407365832.5,280160285,115577547.9,1721202.204,79237.87632,113835.3775
"'Bowling Green, KY'",Bowling Green,KY,195,6,0,0,1,1,36554293.58,34090417.59,47612751.63,75464270.39,51899520.8,21410669.8,99476.73257,17429.66152,13720.04382
"'Elmira, NY'",Elizabethtown--Radcliff,KY,196,6,0,0,1,1,24053679.06,22432384.28,31330432.78,49657459.01,34151238.9,14088779.4,615239.5604,22361.58987,23227.16681
"'Owensboro, KY'",Owensboro,KY,197,6,0,0,1,1,24697660.86,23032959.74,32169233.14,50986923.15,35065559.7,14465974.03,67210.78058,11776.23275,9269.854679
"'Louisville/Jefferson County, KY--IN'",Louisville/Jefferson County,KY--IN,198,6,3,0,2,0.5,0,0,0,0,0,0,0,0,0
"'Alexandria, LA'",Alexandria,LA,199,7,0,0,1,1,35428217.71,33040241.71,46146010.42,73139548.46,50300725.06,20751101.33,338107.2509,25394.30052,17576.16873
"'Baton Rouge, LA'",Baton Rouge,LA,200,7,0,0,1,1,268130936.7,250058047.8,349246273.1,553541129.3,380690348,157050300.5,2558892.876,192191.3668,133021.4979
"'Hammond, LA'",Hammond,LA,201,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Houma, LA'",Houma,LA,202,7,0,0,1,1,63116668.65,58862401.88,82210809.29,130300786.9,89612585.74,36968847.76,602350.4626,45240.87734,31312.58895
"'Lafayette, LA'",Lafayette,LA,203,7,0,0,1,1,103804355.6,96807607.66,135207390.8,214298211.7,147380666.9,60800538.13,990651.1695,74405.06952,51498.0145
"'Lake Charles, LA'",Lake Charles,LA,204,7,0,0,1,1,67812395.79,63241621.87,88327094.2,139994849.6,96279544.87,39719240.41,647163.8768,48606.68894,33642.16965
"'Madison, WI'",Mandeville--Covington,LA,205,7,0,0,1,1,131692625,122816115.6,171532450.7,271871959.8,186976225.5,77135321.52,4971337.878,74280.65203,45491.66623
"'Monroe, LA'",Monroe,LA,206,7,0,0,1,1,54775880.33,51083809.56,71346754.32,113081701.9,77770395.33,32083461.06,522750.6072,39262.35234,27174.66973
"'New Haven, CT'",New Orleans,LA,207,7,0,0,1,1,275019992.2,256482754.6,358219402.9,567763186.5,390471373.5,161085372.6,835580.8339,63918.33032,34943.41779
"'Seattle, WA'",Shreveport,LA,208,7,0,0,1,1,1315536245,1226864306,1713512442,2715849039,1867788066,770538782.1,22709632.11,565597.037,353400.7393
"'Shreveport, LA'",Slidell,LA,209,7,0,0,1,1,153842879.4,143473373.8,200383637,317599909.5,218424998,90109223.28,1468191.075,110271.7711,76322.45093
"'Barnstable Town, MA'",Barnstable Town,MA,210,1,0,0,1,1,171975178.8,160383495.1,224001336.6,355033009.5,244169101,100729716.1,8014201.352,67797.76913,33547.36947
"'Leominster--Fitchburg, MA'",Leominster--Fitchburg,MA,211,1,0,0,1,1,51752270.3,48263999.79,67408435.36,106839628.9,73477494.87,30312464.47,2411703.349,20402.29584,10095.36693
"'Newark, OH'",New Bedford,MA,212,1,0,0,1,1,29518083.15,27528467.86,38447929.83,60938407.93,41909557.38,17289402.31,195011.4907,9561.74402,15537.78876
"'Pittsfield, MA'",Pittsfield,MA,213,1,0,0,1,1,19681483.29,18354887.61,25635551.57,40631306.75,27943626.03,11527885.82,917175.2058,7759.030516,3839.286554
"'South Lyon--Howell, MI'",Springfield,MA--CT,214,1,0,0,1,1,89981860.84,83916789.29,117203283.6,185762446.5,127755584.3,52704390.87,909032.122,22882.53978,25851.58981
"'Worcester, MA--CT'",Worcester,MA--CT,215,1,0,0,1,1,238101745.1,222052916.8,310132599,491547557.7,338055116.2,139461527.9,11095760.1,93866.8432,46446.74464
"'Boston, MA--NH--RI'",Boston,MA--NH--RI,216,1,0,0,1,1,1836747663,1712944926,2392402988,3791861449,2607800898,1075824267,85594128.81,724100.9714,358296.1966
"'Aberdeen--Bel Air South--Bel Air North, MD'",Aberdeen--Bel Air South--Bel Air North,MD,217,5,0,0,1,1,77576874.02,72347941.44,101045531.7,160153059.2,110143078.1,45438513.5,399115.7343,32979.56761,13936.74669
"'Baltimore, MD'",Baltimore,MD,218,5,0,0,1,1,1007693483,939771678.7,1312542238,2080326078,1430715834,590228654.1,5184358.478,428391.7828,181032.9302
"'Frederick, MD'",Frederick,MD,219,5,0,0,1,1,72908479.4,67994211.74,94964848.21,150515423.1,103514925.6,42704130.16,375097.884,30994.93446,13098.06591
"'Lexington Park--California--Chesapeake Ranch Estates, MD'",Lexington Park--California--Chesapeake Ranch Estates,MD,220,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Waldorf, MD'",Waldorf,MD,221,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Westminster--Eldersburg, MD'",Westminster--Eldersburg,MD,222,5,0,0,1,1,30513619.31,28456902.53,39744639.44,62993637.49,43323013.43,17872510.59,156985.7735,12971.98403,5481.795811
"'St. George, UT'",Salisbury,MD--DE,223,5,0,0,1,1,38758921.14,36146445.33,50484323.75,80015597.62,55029633.91,22701969.17,576924.5615,67664.4389,22703.76511
"'Cumberland, MD--WV--PA'",Cumberland,MD--WV--PA,224,5,2,0,2,0.66666,25386937.03,23675775.24,33067026.51,52409892.51,36044187.44,14869697.9,130610.1353,10792.52312,4560.78329
"'Hagerstown, MD--WV--PA'",Hagerstown,MD--WV--PA,225,5,2,0,2,0.666666,79668508.33,74298592.82,103769930,164471119.7,113112765.2,46663630.58,409876.7268,33868.76553,14312.51045
"'Bangor, ME'",Bangor,ME,226,1,0,0,1,1,33174713.72,30938630.64,43210771.86,68487316.22,47101215.9,19431173.26,91976.93477,9367.199116,4151.479826
"'Lewiston, ME'",Lewiston,ME,227,1,0,0,1,1,30699457.5,28630214.7,39986697.86,63377290.04,43586865.22,17981360.22,85114.28384,8668.286743,3841.72655
"'Portland, OR--WA'",Portland,ME,228,1,0,0,1,1,589091429,549384519,767303445.1,1216145429,836387401,345043927,26726069.37,563525.9534,302262.4176
"'Ann Arbor, MI'",Ann Arbor,MI,229,3,0,0,1,1,167351048.1,156071040.4,217978292.2,345486744,237603787.3,98021256.38,1690646.058,42557.65529,48079.58637
"'Battle Creek, MI'",Battle Creek,MI,230,3,0,0,1,1,43411587.33,40485504.45,56544513.92,89620759.05,61635452.44,25427138.82,438560.9164,11039.64027,12472.05313
"'Bay City, MI'",Bay City,MI,231,3,0,0,1,1,35881230.68,33462718.44,46736064.55,74074764.98,50943907.44,21016440.3,362486.294,9124.657802,10308.5983
"'Benton Harbor--St. Joseph--Fair Plain, MI'",Benton Harbor--St. Joseph--Fair Plain,MI,232,3,0,0,1,1,38617893.59,36014921.33,50300626.07,79724450.29,54829401.32,22619365.05,390133.1383,9820.59582,11094.8355
"'Detroit, MI'",Detroit,MI,233,3,0,0,1,1,1792515775,1671694353,2334789844,3700547118,2545000715,1049916630,18108698.84,455839.801,514985.8218
"'Flint, MI'",Flint,MI,234,3,0,0,1,1,199470230.2,186025284.7,259814208.6,411794973.1,283206365.9,116834180.6,2015126.659,50725.61776,57307.35642
"'Grand Rapids, MI'",Grand Rapids,MI,235,3,0,0,1,1,298552912.9,278429470.7,388871505.9,616345550,423883230.1,174869126.6,3016098.86,75922.51197,85773.59224
"'Holland, MI'",Holland,MI,236,3,0,0,1,1,34503948.76,32178269.83,44942125.61,71231444.6,48988452.7,20209735.44,348572.4508,8774.412674,9912.908245
"'Jackson, MI'",Jackson,MI,237,3,0,0,1,1,42570282.23,39700906.05,55448696.16,87883932.39,60440973.64,24934367.58,430061.7216,10825.69495,12230.34803
"'Kalamazoo, MI'",Kalamazoo,MI,238,3,0,0,1,1,100367220.8,93602142.01,130730435.4,207202432.8,142500641.9,58787328.74,1013949.11,25523.55442,28835.28077
"'Lansing, MI'",Lansing,MI,239,3,0,0,1,1,131902206.8,123011567,171805424.1,272304622.4,187273783.3,77258076.26,1332527.933,33542.95485,37895.2126
"'Midland, MI'",Midland,MI,240,3,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Monroe, MI'",Monroe,MI,241,3,0,0,1,1,32544597.3,30350985.06,42390028.75,67186474.68,46206579.91,19062099.42,328778.3123,8276.146276,9349.9909
"'Muskegon, MI'",Muskegon,MI,242,3,0,0,1,1,72241234.23,67371938.91,94095740.92,149137929.4,102567573.1,42313308.6,729809.3398,18371.06836,20754.74698
"'Porterville, CA'",Port Huron,MI,243,3,0,0,1,1,13068959.57,12188064.05,17022582.93,26980116.6,18555206.53,7654779.736,93414.72501,6019.443081,4585.159985
"'Saginaw, MI'",Saginaw,MI,244,3,0,0,1,1,66713356.96,62216658.64,86895563.45,137725940.4,94719133.6,39075507.1,673964.5511,16965.3198,19166.60006
"'Simi Valley, CA'",South Lyon--Howell,MI,245,3,0,0,1,1,47697967.89,44482950.95,62127563.36,98469715.82,67721201.54,27937758.62,340937.0523,21969.24714,16734.5237
"'Mandeville--Covington, LA'",Mankato,MN,246,4,0,0,1,1,36648734.56,34178491.79,47735759.69,75659236.36,52033605.98,21465985.41,349755.1865,26269.14475,18181.67506
"'Rochester, MN'",Rochester,MN,247,4,0,0,1,1,44152151.27,41176155.29,57509123.84,91149617.35,62686903.84,25860905.43,188857.4179,12280.58962,8802.350869
"'Springfield, MA--CT'",St. Cloud,MN,248,4,0,0,1,1,277822433.5,259096302.3,361869642.4,573548667.7,394450259.1,162726825.2,12946780.68,109525.9289,54195.0989
"'Duluth, MN--WI'",Duluth,MN--WI,249,4,3,0,2,0.5,54310371.96,50649679.46,70740424.12,112120689,77109471.82,31810803.15,232308.4226,15106.02249,10827.5347
"'Minneapolis--St. Paul, MN--WI'",Minneapolis--St. Paul,MN--WI,250,4,3,0,2,0.5,1264314340,1179095517,1646796541,2610105397,1795064322,740537270.4,5408006.97,351659.548,252058.8038
"'Columbia, MO'",Columbia,MO,251,4,0,0,1,1,48353824.45,45094622.44,62981893.74,99823734.11,68652409.12,28321919.74,191799.4292,19545.7558,23847.11549
"'Jefferson City, MO'",Jefferson City,MO,252,4,0,0,1,1,31785043.06,29642629.77,41400700.51,65618422.61,45128173.52,18617212.78,126077.9925,12848.26375,15675.73199
"'Joplin, MO'",Joplin,MO,253,4,0,0,1,1,37707317.97,35165724.46,49114590.63,77844623.99,53536576.47,22086022.05,149569.1839,15242.18689,18596.47663
"'Leesburg--Eustis--Tavares, FL'",Lees Summit,MO,254,4,0,0,1,1,58874621.95,54906281.74,76685449.8,121543319.9,83589757.46,34484185.37,485648.9094,24520.85937,19457.92373
"'Spartanburg, SC'",Springfield,MO,255,4,0,0,1,1,95515761.41,89077689.71,124411314.8,197186875.4,135612579.2,55945721.82,1663460.919,28357.4223,23860.64247
"'Cape Girardeau, MO--IL'",Cape Girardeau,MO--IL,256,4,3,0,2,0.5,0,0,0,0,0,0,0,0,0
"'Spring Hill, FL'",St. Louis,MO--IL,257,4,3,0,2,0.5,0,0,0,0,0,0,0,0,0
"'Kansas City, MO--KS'",Kansas City,MO--KS,258,4,0,0,1,1,803478319.3,749321317.6,1046547749,1658735519,1140772688,470615276.7,3187062.963,324784.879,396259.0444
"'Springfield, OH'",St. Joseph,MO--KS,259,4,0,0,1,1,36980585.35,34487973.02,48167997.34,76344320.33,52504763.12,21660356.95,244312.5808,11979.06006,19465.91587
"'Gulfport, MS'",Gulfport,MS,260,6,0,0,1,1,124005612.3,115647238,161519969.2,256002568,176062268.1,72632868.82,400922.3852,54156.90081,74603.3617
"'Hattiesburg, MS'",Hattiesburg,MS,261,6,0,0,1,1,36819112.56,34337386.8,47957683.67,76010973.97,52275508.72,21565780.16,119039.8253,16079.99017,22150.84883
"'Jackson, MS'",Jackson,MS,262,6,0,0,1,1,268564377.3,250462280.7,349810860.6,554435956.6,381305753.2,157304180.3,868295.142,117289.9684,161571.7629
"'Pascagoula, MS'",Pascagoula,MS,263,6,0,0,1,1,33273356,31030625.55,43339259.71,68690960.23,47241269.29,19488951,107576.0444,14531.45392,20017.67635
"'Billings, MT'",Billings,MT,264,8,0,0,1,1,40849923.99,38096507.87,53207899.68,84332354.58,57998424.52,23926716.42,2001220.953,10471.34279,18723.0542
"'Great Falls, MT'",Great Falls,MT,265,8,0,0,1,1,19152238.1,17861315.72,24946199.75,39538710.88,27192208.14,11217895.29,938260.2568,4909.425298,8778.189944
"'Missoula, MT'",Missoula,MT,266,8,0,0,1,1,26095820.83,24336878.66,33990364.76,53873344.18,37050656.32,15284907.38,1278423.515,6689.321753,11960.69466
"'Asheville, NC'",Asheville,NC,267,5,0,0,1,1,181229835.3,169014365.7,236055746.8,374138737.6,257308804.4,106150379.9,2334991.573,55208.45461,114475.3644
"'Burlington, NC'",Burlington,NC,268,5,0,0,1,1,57563836.2,53683849.82,74978131.06,118837281.8,81728716.73,33716430.14,741660.8431,17535.80161,36360.68595
"'Concord, NC'",Concord,NC,269,5,0,0,1,1,83776040.85,78129268.17,109120089.7,172950894.7,118944614.6,49069506.4,1079382.703,25520.8848,52917.8476
"'Durham, NC'",Durham,NC,270,5,0,0,1,1,178443300.8,166415652.5,232426225.9,368386094.9,253352503.1,104518244.2,2299089.458,54359.58632,112715.2263
"'Fayetteville, NC'",Fayetteville,NC,271,5,0,0,1,1,147360323.7,137427767.3,191939981.7,304217047.9,209221117.8,86312247.2,1898611.857,44890.7087,93081.39981
"'Goldsboro, NC'",Goldsboro,NC,272,5,0,0,1,1,30046660.14,28021419.3,39136419.16,62029629.26,42660029.94,17599002.85,387125.5421,9153.182036,18979.22803
"'Greensboro, NC'",Greensboro,NC,273,5,0,0,1,1,178168124.7,166159024.1,232067803.1,367818009.3,252961810,104357067.3,2295544.048,54275.75879,112541.4089
"'Greenville, NC'",Greenville,NC,274,5,0,0,1,1,43690042.8,40745194.4,56907217.64,90195620.55,62030805.58,25590238.12,562908.8698,13309.39655,27597.18653
"'Hickory, NC'",Hickory,NC,275,5,0,0,1,1,122881277.3,114598686.9,160055498.8,253681442.1,174465945.5,71974320.62,1583220.261,37433.60144,77619.0023
"'High Point, NC'",High Point,NC,276,5,0,0,1,1,87537512.36,81637204.49,114019487,180716239.8,124285124.5,51272684.64,1127846.049,26666.75037,55293.81302
"'Jacksonville, NC'",Jacksonville,NC,277,5,0,0,1,1,39763659.43,37083461.8,51793019.1,82089824.31,56456154.98,23290467.31,512320.775,12113.2935,25117.05314
"'New Bedford, MA'",New Bern,NC,278,5,0,0,1,1,53079835.38,49502082.68,69137617.17,109580311.7,75362362.05,31090049.09,2473569.101,20925.66177,10354.33637
"'Raleigh, NC'",Raleigh,NC,279,5,0,0,1,1,450851353.9,420462533,587243556.6,930757102.6,640115479.2,264073751.5,5808834.459,137343.8676,284784.0862
"'Rocky Mount, NC'",Rocky Mount,NC,280,5,0,0,1,1,27541604.89,25685212.77,35873530.98,56858084.47,39103370.68,16131735.8,354850.0457,8390.061388,17396.8886
"'Wilmington, NC'",Wilmington,NC,281,5,0,0,1,1,92518433.36,86282395.51,120507243.4,190999069.2,131357000,54190121.8,1192020.96,28184.0996,58440.05407
"'Charlotte, NC--SC'",Charlotte,NC--SC,282,5,0,0,1,1,580186196.8,541079794.4,755704962.9,1197761565,823744150.2,339828070.2,7475203.397,176743.4333,366479.538
"'Gastonia, NC--SC'",Gastonia,NC--SC,283,5,0,0,1,1,74005180.78,69016995.27,96393334.94,152779507.1,105072018.4,43346494.47,953493.5195,22544.3656,46746.00087
"'Bismarck, ND'",Bismarck,ND,284,4,0,0,1,1,25619905.55,23893041.6,33370474.93,52890844.04,36374955.28,15006153.13,445266.1677,7131.834945,9223.087312
"'Fargo, ND--MN'",Fargo,ND--MN,285,4,0,0,1,1,60323785.42,56257768.48,78573020.7,124535038.6,85647271.13,35332993.7,1048409.047,16792.38357,21716.37748
"'Grand Forks, ND--MN'",Grand Forks,ND--MN,286,4,0,0,1,1,14864310.68,13862408.39,19361082.58,30686527.58,21104240.04,8706360.056,258337.1996,4137.790835,5351.106195
"'Grand Island, NE'",Grand Island,NE,287,4,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Lincoln, NE'",Lincoln,NE,288,4,0,0,1,1,98732323.9,92077445.72,128600956.7,203827286.8,140179431.4,57829734.68,1382347.346,40316.04557,10062.45548
"'Omaha, NE--IA'",Omaha,NE--IA,289,4,0,0,1,1,269723533.6,251543294.4,351320652.6,556828947.8,382951500.2,157983118,3776388.483,110138.0565,27489.28558
"'Madera, CA'",Manchester,NH,290,1,0,0,1,1,4193918.12,3911232.749,5462662.778,8658103.139,5954492.128,2456470.943,29977.42137,1931.680274,1471.409062
"'Nashua, NH--MA'",Nashua,NH--MA,291,1,0,0,1,1,101206726.7,94385065.58,131823918.7,208935550.8,143692570.1,59279047.75,996194.48,30218.66807,11981.70792
"'Dover--Rochester, NH--ME'",Dover--Rochester,NH--ME,292,1,0,0,1,1,38332798.39,35749043.66,49929286.95,79135889.57,54424626.72,22452379.02,377316.0482,11445.54467,4538.160744
"'Portsmouth, NH--ME'",Portsmouth,NH--ME,293,1,0,0,1,1,49586171.53,46243903.01,64587045.32,102367840.6,70402083.58,29043731.84,488084.8535,14805.61725,5870.430195
"'Atlantic City, NJ'",Atlantic City,NJ,294,2,0,0,1,1,95847466.65,89387039.46,124843375.3,197871666.7,136083535,56140010.31,2125120.288,78251.25606,71575.12019
"'Trenton, NJ'",Trenton,NJ,295,2,0,0,1,1,112826898.8,105222003.4,146959448.8,232924742.8,160190809.1,66085244.46,2501586.532,92113.50973,84254.69267
"'Twin Rivers--Hightstown, NJ'",Twin Rivers--Hightstown,NJ,296,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Villas, NJ'",Villas,NJ,297,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Vineland, NJ'",Vineland,NJ,298,2,0,0,1,1,38624294.48,36020892.94,50308969.65,79737668.5,54838491.96,22623115.31,856373.9311,31533.43185,28843.10474
"'Albuquerque, NM'",Albuquerque,NM,299,8,0,0,1,1,286546119.9,267231983.6,373232428.8,591558223.1,406836084.8,167836483.7,11196597.11,126808.1456,85369.96901
"'Farmington, NM'",Farmington,NM,300,8,0,0,1,1,26713655.18,24913068.33,34795105.26,55148827,37927852.2,15646786.47,1043818.128,11821.86336,7958.732492
"'Las Cruces, NM'",Las Cruces,NM,301,8,0,0,1,1,50937768.31,47504397.79,66347528.94,105158135.5,72321070.8,29835392.37,1990359.073,22542.00455,15175.76194
"'Los Lunas, NM'",Los Lunas,NM,302,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"'San Luis Obispo, CA'",Santa Fe,NM,303,8,0,0,1,1,18502350.52,17255224.64,24099684.01,38197040.21,26269492.47,10837237.43,132251.6897,8522.013185,6491.430074
"'Carson City, NV'",Carson City,NV,304,8,0,0,1,1,20531561.9,19147668.12,26742796.93,42386245.77,29150561.35,12025795.88,265871.7408,6676.962782,4539.127177
"'Las Vegas--Henderson, NV'",Las Vegas--Henderson,NV,305,8,0,0,1,1,661816339.8,617207774.8,862029886.8,1366282320,939641996.7,387640660.5,8570135.248,215225.8601,146314.6617
"'Reno, NV--CA'",Reno,NV--CA,306,8,9,0,2,0.5,137870353.5,128577445.1,179579073.6,284625530,195747319,80753755.49,1785340.592,44836.10274,30480.44135
"'Albany--Schenectady, NY'",Albany--Schenectady,NY,307,2,0,0,1,1,250037185.2,233183880.4,325678795.5,516187617,355000980.3,146452388.2,6395394.548,232447.9749,241445.6182
"'Buffalo, NY'",Buffalo,NY,308,2,0,0,1,1,327316333.6,305254167.5,426336543.5,675726045,464721354.1,191716519,8372023.119,304290.8152,316069.3656
"'El Paso de Robles (Paso Robles)--Atascadero, CA'",Elmira,NY,309,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Glens Falls, NY'",Glens Falls,NY,310,2,0,0,1,1,32441551.31,30254887.16,42255816.26,66973746.53,46060279.03,19001744.33,829782.659,30159.40569,31326.82207
"'Ithaca, NY'",Ithaca,NY,311,2,0,0,1,1,15685199.77,14627967.21,20430309.05,32381207.15,22269732.76,9187173.354,401192.4906,14581.80278,15146.23815
"'Kingston, NY'",Kingston,NY,312,2,0,0,1,1,54282771.41,50623939.28,70704473.82,112063709.2,77070284.77,31794636.89,1388432.445,50464.17508,52417.55258
"'Middletown, NY'",Middletown,NY,313,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Rochester, NY'",Rochester,NY,314,2,0,0,1,1,250129035.8,233269540.1,325798433,516377237.5,355131389.2,146506187.2,6397743.883,232533.3642,241534.3127
"'Santa Cruz, CA'",Saratoga Springs,NY,315,2,0,0,1,1,65215971.74,60820177.48,84945116.03,134634628.9,92593126.33,38198442.36,466152.7976,30037.87927,22880.60211
"'Syracuse, NY'",Syracuse,NY,316,2,0,0,1,1,158675120.4,147979910.6,206677747,327575805.3,225285784,92939577.45,4058556.328,147512.9005,153222.8597
"'Utica, NY'",Utica,NY,317,2,0,0,1,1,65154167.54,60762568.6,84864700.4,134507091.3,92505414.07,38162257.47,1666498.555,60570.80787,62915.39496
"'Watertown, NY'",Watertown,NY,318,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Poughkeepsie--Newburgh, NY--NJ'",Poughkeepsie--Newburgh,NY--NJ,319,2,0,0,1,1,207115760.6,193155496.9,269772719.6,427578765.2,294061453.2,121312347,5297560.06,192545.9171,199999.0234
"'New Orleans, LA'",New York--Newark,NY--NJ--CT,320,2,1,0,2,0.666666,260671407.4,243101314.9,339530076.9,538141353.6,370099362.7,152681087,2487703.267,186844.5122,129320.777
"'Binghamton, NY--PA'",Binghamton,NY--PA,321,2,0,0,1,1,76076939.73,70949111.06,99091845.4,157056536.2,108013486.7,44559970.16,1945878.751,70725.2026,73462.84805
