Area Name,UA,State,UA Number,Census Division,Census Division 2,Census Division 3,Total Number of Census Divisions,Weight Factor - 1st,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck  - 300 mi,Transit Bus,MDV Truck,HDV Truck
"'Boise City, ID'",Boise City,ID,159,8,0,0,1,1,95857138.57,44958187.47,50030709.46,117693305.4,47468002.1,229796.9981,573928.6356,7411.215907,13755.99242
"'Coeur d''Alene, ID'",Coeur dAlene,ID,160,8,0,0,1,1,30516290.05,14312518.71,15927365.08,37467872.49,15111522.64,73156.28185,182711.1989,2359.373727,4379.244581
"'Idaho Falls, ID'",Idaho Falls,ID,161,8,0,0,1,1,18146264.36,8510823.159,9471078.455,22279966.47,8985944.37,43501.78963,108647.7325,1402.982449,2604.08227
"'Nampa, ID'",Nampa,ID,162,8,0,0,1,1,38029399.95,17836260.48,19848681.99,46692461.82,18831979.17,91167.35673,227694.6918,2940.251483,5457.414495
"'Pocatello, ID'",Pocatello,ID,163,8,0,0,1,1,17148020.64,8042634.469,8950065.184,21054323.77,8491618.799,41108.71372,102670.9146,1325.803015,2460.829162
"'Lewiston, ID--WA'",Lewiston,ID--WA,164,8,9,0,2,0.5,9908745.375,4647324.537,5171670.762,12165948.34,4906763.891,23754.09882,59326.96092,766.096844,1421.955926
"'Bloomington--Normal, IL'",Bloomington--Normal,IL,165,3,0,0,1,1,38254765.78,17941959.85,19966307.16,46969165.78,18943579.26,91707.62314,194672.5919,3961.097667,4910.714483
"'Carbondale, IL'",Carbondale,IL,166,3,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Champaign, IL'",Champaign,IL,167,3,0,0,1,1,32780014.52,15374233.57,17108870.63,40247271.29,16232508.31,78583.07735,166812.4287,3394.213411,4207.927791
"'Danville, IL'",Danville,IL,168,3,0,0,1,1,15307954.66,7179620.687,7989679.675,18795092.46,7580426.816,36697.54887,77899.81583,1585.065344,1965.062211
"'Decatur, IL'",Decatur,IL,169,3,0,0,1,1,25476942.55,11949002.2,13297178.8,31280566.33,12616061.58,61075.52351,129648.2239,2638.015307,3270.44195
"'DeKalb, IL'",DeKalb,IL,170,3,0,0,1,1,14729896.03,6908504.017,7687973.576,18085352.62,7294174.914,35311.77687,74958.16478,1525.210143,1890.857577
"'Kankakee, IL'",Kankakee,IL,171,3,0,0,1,1,19098836.44,8957591.285,9968254.333,23449533.59,9457653.564,45785.37756,97191.02746,1977.592985,2451.692771
"'Peoria, IL'",Peoria,IL,172,3,0,0,1,1,76061177.33,35673636,39698604.82,93387842.65,37665135.62,182340.4129,387063.5783,7875.770401,9763.874317
"'Rockford, IL'",Rockford,IL,173,3,0,0,1,1,91959203.96,43130007.77,47996260.73,112907424.9,45537763.3,220452.5332,467966.1793,9521.934871,11804.6833
"'Springfield, IL'",Springfield,IL,174,3,0,0,1,1,55536495.08,26047305.34,28986158.89,68187656.92,27501409.96,133136.8748,282616.6419,5750.537916,7129.147577
"'Chicago, IL--IN'",Chicago,IL--IN,175,3,0,0,1,1,2395569382,1123551767,1250319356,2941277856,1186274639,5742865.487,12190682.42,248049.7292,307516.1231
"'Alton, IL--MO'",Alton,IL--MO,176,3,4,0,2,1,0,0,0,0,0,0,0,0,0
"'Round Lake Beach--McHenry--Grayslake, IL--WI'",Round Lake Beach--McHenry--Grayslake,IL--WI,177,3,0,0,1,1,5032362.339,2360240.383,2626540.515,6178729.792,2492002.053,12064.01293,25608.91433,521.0770035,645.9978024
"'Anderson, IN'",Anderson,IN,178,3,0,0,1,1,38226886.08,17927909.72,19951760.19,46934936.24,18929773.82,91640.78972,128073.885,2748.364586,5101.114414
"'Bloomington, IN'",Bloomington,IN,179,3,0,0,1,1,24087108.94,11296539.14,12571785.74,29574130.63,11927822.82,57743.69592,80700.52092,1731.769547,3214.258634
"'Columbus, IN'",Columbus,IN,180,3,0,0,1,1,26340543.65,12353370.55,13747921.01,32340895.73,13043713.07,63145.82404,88250.34167,1893.782747,3514.963961
"'Fort Wayne, IN'",Fort Wayne,IN,181,3,0,0,1,1,122290059.6,57352438.92,63826855.73,150147624.9,60557461.16,293164.2827,409715.8998,8792.180152,16318.7654
"'Indianapolis, IN'",Indianapolis,IN,182,3,0,0,1,1,629617385.6,295282321.1,328616227.3,773043658,311783561.9,1509373.123,2109445.808,45267.04376,84018.09958
"'Kokomo, IN'",Kokomo,IN,183,3,0,0,1,1,18851273.67,8841000.855,9839046.022,23145576.8,9335061.873,45191.89982,63158.58032,1355.333334,2515.572512
"'Lafayette, IN'",Lafayette,IN,184,3,0,0,1,1,31417600.41,14734443.78,16397789.44,38574501.44,15557847.65,75316.98257,105260.3168,2258.803402,4192.462184
"'Muncie, IN'",Muncie,IN,185,3,0,0,1,1,26815952.01,12576330.85,13996050.91,32924601.68,13279133.05,64285.51397,89843.13149,1927.962761,3578.403928
"'Terre Haute, IN'",Terre Haute,IN,186,3,0,0,1,1,34570035.95,16212894.83,18043140.25,42445058.95,17118918.87,82874.27305,115822.1153,2485.451269,4613.132974
"'Evansville, IN--KY'",Evansville,IN--KY,187,3,6,0,2,0.5,83773510.06,39288680.82,43723911.47,102857040.1,41484247.35,200829.0867,280671.5375,6022.989888,11178.99739
"'Elkhart, IN--MI'",Elkhart,IN--MI,188,3,0,0,1,1,48309732.1,22656632.67,25214300.41,59314645.49,23922751.65,115812.2582,161855.0634,3473.28204,6446.600706
"'Michigan City--La Porte, IN--MI'",Michigan City--La Porte,IN--MI,189,3,0,0,1,1,30350350.05,14233917.32,15840759.42,37264132.41,15029350.3,72758.47792,101684.6424,2182.072248,4050.044981
"'South Bend, IN--MI'",South Bend,IN--MI,190,3,0,0,1,1,100353751.2,47064597.12,52377637.41,123214245.2,49694704.63,240576.6715,336221.3381,7215.044808,13391.51627
"'Lawrence, KS'",Lawrence,KS,191,4,0,0,1,1,20783917.02,9747385.315,10847750.64,25518474.56,10292097.75,49824.99922,107017.8625,1820.911989,3248.916738
"'Manhattan, KS'",Manhattan,KS,192,4,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Topeka, KS'",Topeka,KS,193,4,0,0,1,1,46714202.12,21908349.97,24381545.39,57355655.22,23132652.72,111987.3161,240534.7392,4092.705462,7302.307502
"'Wichita Falls, TX'",Wichita,KS,194,4,0,0,1,1,24039311.58,11274349.46,12546837.86,29515444.81,11904153.69,57629.11144,150374.8819,3185.870879,4520.746944
"'Bowling Green, KY'",Bowling Green,KY,195,6,0,0,1,1,27723996.75,13002159.62,14469986.88,34039498.23,13728792.54,66462.35725,44893.40681,2884.142696,2819.606417
"'Elizabethtown--Radcliff, KY'",Elizabethtown--Radcliff,KY,196,6,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Owensboro, KY'",Owensboro,KY,197,6,0,0,1,1,18731530.62,8784821.081,9776548.625,22998556.42,9275765.691,44904.84151,30331.92624,1948.651477,1905.047978
"'Louisville/Jefferson County, KY--IN'",Louisville/Jefferson County,KY--IN,198,6,3,0,2,0.5,0,0,0,0,0,0,0,0,0
"'Alexandria, LA'",Alexandria,LA,199,7,0,0,1,1,26869942.74,12601905.15,14024229.18,32990891.16,13305868.89,64414.94463,138823.331,4202.077377,3612.078707
"'Baton Rouge, LA'",Baton Rouge,LA,200,7,0,0,1,1,203359451.3,95374841,106139398.2,249684548.7,100702641,487510.8193,1050654.879,31802.52963,27337.25007
"'Hammond, LA'",Hammond,LA,201,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Houma, LA'",Houma,LA,202,7,0,0,1,1,47869788.05,22450756.01,24984678.42,58774482.05,23704893.22,114757.5853,247318.8535,7486.154898,6435.050636
"'Lafayette, LA'",Lafayette,LA,203,7,0,0,1,1,78728687.79,36923467.44,41090863.92,96663010.98,38986074.8,188735.2018,406751.097,12312.04849,10583.35775
"'Lake Charles, LA'",Lake Charles,LA,204,7,0,0,1,1,51431184.23,24121037.83,26843477.92,63147161.03,25468479.8,123295.2715,265718.7766,8043.106673,6913.802803
"'Mandeville--Covington, LA'",Mandeville--Covington,LA,205,7,0,0,1,1,27795623.45,13036046.03,14507369.71,34127441.09,13764261.61,66634.0663,143605.8525,4346.840693,3736.516322
"'Monroe, LA'",Monroe,LA,206,7,0,0,1,1,41543855.81,19483916.86,21682984.61,51007508.23,20572321.42,99592.51488,214635.9783,6496.86895,5584.666794
"'New Orleans, LA'",New Orleans,LA,207,7,0,0,1,1,197701895.4,92721467.88,103186550,242738206.6,97901045.93,473948.0381,1021425.164,30917.76823,26576.71486
"'Shreveport, LA'",Shreveport,LA,208,7,0,0,1,1,116679574.3,54722294.81,60898570.08,143259074.8,57779174.77,279714.3408,602824.03,18247.02808,15685.02806
"'Slidell, LA'",Slidell,LA,209,7,0,0,1,1,35755779.49,16769330.17,18662013.94,43900913.4,17706093.33,85716.83902,184731.9311,5591.696029,4806.585968
"'Barnstable Town, MA'",Barnstable Town,MA,210,1,0,0,1,1,130431714.2,61172674.43,68076221.46,160143938.8,64589169.25,312682.1553,3643649.969,11218.71704,6894.320416
"'Leominster--Fitchburg, MA'",Leominster--Fitchburg,MA,211,1,0,0,1,1,39250648.71,18408614.57,20486090.14,48191910.41,19436735.98,94095.04054,1096478.919,3376.03415,2074.699013
"'New Bedford, MA'",New Bedford,MA,212,1,0,0,1,1,40257518.36,18880837.99,21011605.59,49428144.04,19935333.08,96508.79531,1124606.131,3462.637211,2127.919827
"'Pittsfield, MA'",Pittsfield,MA,213,1,0,0,1,1,14927093.67,7000829.876,7790897.642,18327471.89,7391826.333,35784.51645,416992.9433,1283.911978,789.0118389
"'Springfield, MA--CT'",Springfield,MA--CT,214,1,0,0,1,1,210709804.2,98823222.01,109975763,258709303.9,104342500.5,505131.7167,5886243.051,18123.61115,11137.63561
"'Worcester, MA--CT'",Worcester,MA--CT,215,1,0,0,1,1,180584308.6,84694318.31,94252363.87,221721248.2,89424497.3,432912.2804,5044678.088,15532.45139,9545.271206
"'Boston, MA--NH--RI'",Boston,MA--NH--RI,216,1,0,0,1,1,1393050718,653342927.8,727074927.7,1710386391,689832140.4,3339541.334,38915299.37,119819.3393,73633.45689
"'Aberdeen--Bel Air South--Bel Air North, MD'",Aberdeen--Bel Air South--Bel Air North,MD,217,5,0,0,1,1,58836889.82,27594640.69,30708736.28,72239879.19,29135750.11,141048.867,168908.7702,5457.236157,2864.141028
"'Baltimore, MD'",Baltimore,MD,218,5,0,0,1,1,764268362.3,358443672.1,398894565.2,938367992,378462085.4,1832170.036,2194059.366,70887.37954,37204.08028
"'Frederick, MD'",Frederick,MD,219,5,0,0,1,1,55296223.57,25934059.83,28860756.44,67892652.42,27382428.9,132560.8765,158744.236,5128.832464,2691.783728
"'Lexington Park--California--Chesapeake Ranch Estates, MD'",Lexington Park--California--Chesapeake Ranch Estates,MD,220,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Waldorf, MD'",Waldorf,MD,221,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Westminster--Eldersburg, MD'",Westminster--Eldersburg,MD,222,5,0,0,1,1,23142547.05,10853909.38,12078788.94,28414397.98,11460080.06,55479.30985,66437.55601,2146.516325,1126.563941
"'Salisbury, MD--DE'",Salisbury,MD--DE,223,5,0,0,1,1,24783042.9,11623305.82,12935012.89,30428597.26,12272445.86,59412.04797,71147.08665,2298.675511,1206.422198
"'Cumberland, MD--WV--PA'",Cumberland,MD--WV--PA,224,5,2,0,2,0.66666,19254300.15,9030312.374,10049396.34,23640412,9534638.547,46158.069,55275.18822,1785.87385,937.286644
"'Hagerstown, MD--WV--PA'",Hagerstown,MD--WV--PA,225,5,2,0,2,0.666666,60423255.08,28338649.75,31536707.85,74187616.99,29921310.7,144851.8386,173462.9029,5604.374625,2941.364243
"'Bangor, ME'",Bangor,ME,226,1,0,0,1,1,25160809.88,11800458.51,13132180.9,30892419.25,12459514.3,60317.66363,41817.23678,1550.020859,853.170683
"'Lewiston, ME'",Lewiston,ME,227,1,0,0,1,1,23283492.97,10919993.99,12152352.93,28587451.27,11529875.82,55817.1976,38697.13825,1434.369559,789.5132824
"'Portland, ME'",Portland,ME,228,1,0,0,1,1,71497672.6,33532518.34,37316778.54,87784776.7,35405310.01,171400.3876,118829.0487,4404.583334,2424.394065
"'Ann Arbor, MI'",Ann Arbor,MI,229,3,0,0,1,1,126924616.9,59529220.3,66245756.18,155837926.3,62852470.56,304274.636,787177.1811,7042.153431,9880.836534
"'Battle Creek, MI'",Battle Creek,MI,230,3,0,0,1,1,32924795.83,15442137.8,17184436.33,40425033.64,16304203.33,78930.15959,204197.1732,1826.765127,2563.13183
"'Bay City, MI'",Bay City,MI,231,3,0,0,1,1,27213522.17,12763479.59,14203551.67,33412737.16,13476007.59,65238.6019,168776.2721,1509.88676,2118.520195
"'Benton Harbor--St. Joseph--Fair Plain, MI'",Benton Harbor--St. Joseph--Fair Plain,MI,232,3,0,0,1,1,29289098.6,13736950.69,15286857.13,35961127.97,14503823.24,70214.35269,181648.8451,1625.045884,2280.099815
"'Detroit, MI'",Detroit,MI,233,3,0,0,1,1,1359503753,637624130.2,709565696.4,1669197442,673219835.1,3259119.624,8431542.743,75429.29226,105834.7442
"'Flint, MI'",Flint,MI,234,3,0,0,1,1,151284875.9,70954484.08,78960104.43,185747429.7,74915555.74,362673.1495,938257.7242,8393.732707,11777.2357
"'Grand Rapids, MI'",Grand Rapids,MI,235,3,0,0,1,1,226432487.4,106199646.3,118181891.9,278013597,112128297.9,542823.4835,1404317.709,12563.14462,17627.33226
"'Holland, MI'",Holland,MI,236,3,0,0,1,1,26168945.62,12273560.22,13658355.91,32130207.05,12958738.22,62734.45292,162297.8848,1451.930561,2037.201926
"'Jackson, MI'",Jackson,MI,237,3,0,0,1,1,32286721.98,15142873.25,16851406.48,39641607.16,15988232.17,77400.51392,200239.8858,1791.362901,2513.459012
"'Kalamazoo, MI'",Kalamazoo,MI,238,3,0,0,1,1,76121847.99,35702091.29,39730270.66,93462334.03,37695179.45,182485.8578,472102.128,4223.465441,5925.938996
"'Lansing, MI'",Lansing,MI,239,3,0,0,1,1,100039033.3,46919547.98,52213365.46,122827831.9,49538856.6,239822.1967,620434.7601,5550.461674,7787.845725
"'Midland, MI'",Midland,MI,240,3,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Monroe, MI'",Monroe,MI,241,3,0,0,1,1,24682908.12,11576590.2,12882748.46,30305651.59,12222859.48,59171.99569,153081.589,1369.480802,1921.516774
"'Muskegon, MI'",Muskegon,MI,242,3,0,0,1,1,54790161.66,25697265.7,28596625.14,67271309.43,27131829.17,131347.6999,339804.5711,3039.920343,4265.308372
"'Port Huron, MI'",Port Huron,MI,243,3,0,0,1,1,26686326.21,12516218.14,13928392.32,32765446.45,13214942.65,63974.76228,165506.6413,1480.636367,2077.479006
"'Saginaw, MI'",Saginaw,MI,244,3,0,0,1,1,50597635.15,23730918.74,26408420.08,62123729.3,25055709.86,121297.0139,313802.8287,2807.306563,3938.928273
"'South Lyon--Howell, MI'",South Lyon--Howell,MI,245,3,0,0,1,1,68245244.61,32007866.57,35619235.62,83791447.75,33794722.68,163603.385,423252.0105,3786.448171,5312.76062
"'Mankato, MN'",Mankato,MN,246,4,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Rochester, MN'",Rochester,MN,247,4,0,0,1,1,33486465.64,15704714.52,17477592.36,41114652.31,16582339.96,80276.64483,84553.20792,2032.109046,1808.971263
"'St. Cloud, MN'",St. Cloud,MN,248,4,0,0,1,1,37138618.75,17417526.58,19383760.78,45598762.6,18390868.97,89031.90138,93774.88166,2253.73809,2006.264106
"'Duluth, MN--WI'",Duluth,MN--WI,249,4,3,0,2,0.5,41190799.37,19317946.3,21498715.57,50574026.3,20397489.71,98746.13839,104006.6235,2499.642599,2225.166822
"'Minneapolis--St. Paul, MN--WI'",Minneapolis--St. Paul,MN--WI,250,4,3,0,2,0.5,958898207.8,449710721.1,500477780.1,1177334354,474841873.1,2298753.522,2421214.6,58190.24746,51800.60864
"'Columbia, MO'",Columbia,MO,251,4,0,0,1,1,36673154.93,17199187.35,19140821.41,45027266.59,18160373.5,87916.05145,86558.22902,3234.299689,4900.821071
"'Jefferson City, MO'",Jefferson City,MO,252,4,0,0,1,1,24106837.92,11305763.65,12582083.01,29598353.88,11937592.53,57790.99199,56898.43706,2126.043929,3221.519922
"'Joplin, MO'",Joplin,MO,253,4,0,0,1,1,28598488.95,13412284.01,14926410.63,35113198.96,14161836.95,68558.7654,67499.90723,2522.174165,3821.762198
"'Lee''s Summit, MO'",Lees Summit,MO,254,4,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Springfield, MO'",Springfield,MO,255,4,0,0,1,1,92356307.41,43313792.81,48203531.71,113394991,45734408.2,221404.5094,217985.0199,8145.13987,12342.04524
"'Cape Girardeau, MO--IL'",Cape Girardeau,MO--IL,256,4,3,0,2,0.5,0,0,0,0,0,0,0,0,0
"'St. Louis, MO--IL'",St. Louis,MO--IL,257,4,3,0,2,0.5,911918190.2,427676643.4,475957502.3,1119652332,451577590.4,2186128.973,2152365.23,80424.40649,121864.2871
"'Kansas City, MO--KS'",Kansas City,MO--KS,258,4,0,0,1,1,609384784.4,285792784.9,318056228.1,748202089.4,301764473.5,1460869.788,1438307.335,53743.2087,81435.20232
"'St. Joseph, MO--KS'",St. Joseph,MO--KS,259,4,0,0,1,1,21439001.58,10054586.4,11189659.06,26322786.82,10616492.55,51395.4245,50601.64613,1890.760592,2865.00332
"'Gulfport, MS'",Gulfport,MS,260,6,0,0,1,1,94049996.57,44108218.61,49087518.48,115474500.9,46573115.04,225464.7669,179496.6497,8961.518258,15331.73801
"'Hattiesburg, MS'",Hattiesburg,MS,261,6,0,0,1,1,27924844.26,13096386.82,14574815.08,34286098.58,13828251.26,66943.84615,53295.22776,2660.808195,4552.221284
"'Jackson, MS'",Jackson,MS,262,6,0,0,1,1,203688190.4,95527097.91,106310985.4,250088176.4,100865431.9,488298.9053,388743.7437,19408.35198,33204.61547
"'Pascagoula, MS'",Pascagoula,MS,263,6,0,0,1,1,25235624.1,11835177.73,13171230.3,30984276.5,12496562.11,60497.01554,48162.78728,2404.566872,4113.832975
"'Billings, MT'",Billings,MT,264,8,0,0,1,1,30981945.88,14530331,16170407.36,38039604.96,15342113.49,74272.59349,834597.4229,1732.727097,3847.775157
"'Great Falls, MT'",Great Falls,MT,265,8,0,0,1,1,14525696.66,6812457.203,7581397.019,17834637.14,7193056.479,34822.25316,391295.9193,812.3785478,1804.005951
"'Missoula, MT'",Missoula,MT,266,8,0,0,1,1,19791941.57,9282291.794,10330008.28,24300527.85,9800876.122,47446.94978,533159.0045,1106.903795,2458.042544
"'Asheville, NC'",Asheville,NC,267,5,0,0,1,1,137450757.8,64462608.15,71739679.56,168761916.5,68064967.47,329508.8167,1045397.264,9135.522279,23525.8339
"'Burlington, NC'",Burlington,NC,268,5,0,0,1,1,43658335.27,20475188.37,22786596.68,53603664.66,21619401.86,104661.5284,332048.4001,2901.706042,7472.485129
"'Concord, NC'",Concord,NC,269,5,0,0,1,1,63538546.43,29798747.46,33162676.09,78012569.98,31463988.73,152320.0859,483249.5915,4223.023689,10875.14767
"'Durham, NC'",Durham,NC,270,5,0,0,1,1,135337357.1,63471450.83,70636632.22,166167084.9,67018421.38,324442.39,1029323.556,8995.057287,23164.10788
"'Fayetteville, NC'",Fayetteville,NC,271,5,0,0,1,1,111762989.5,52415380.67,58332461.58,137222497.6,55344505.64,267927.8818,850026.0399,7428.211356,19129.15991
"'Goldsboro, NC'",Goldsboro,NC,272,5,0,0,1,1,22788390.23,10687457.04,11893945.43,27979564.96,11284703.44,54630.29535,173319.6758,1514.606757,3900.421444
"'Greensboro, NC'",Greensboro,NC,273,5,0,0,1,1,135128654.3,63373571.96,70527703.97,165910839.8,66915072.74,323942.0697,1027736.243,8981.186072,23128.38668
"'Greenville, NC'",Greenville,NC,274,5,0,0,1,1,33135987.15,15540344.69,17294667.1,40684335.12,16408784.66,79436.44753,252019.4929,2202.349071,5671.498229
"'Hickory, NC'",Hickory,NC,275,5,0,0,1,1,93197263.4,43708297.91,48642451.43,114427515.9,46150845.59,223420.5214,708822.3134,6194.259599,15951.48236
"'High Point, NC'",High Point,NC,276,5,0,0,1,1,66391372.01,31136685.35,34651651.46,81515266.66,32876694.51,159159.1256,504947.0787,4412.633787,11363.43237
"'Jacksonville, NC'",Jacksonville,NC,277,5,0,0,1,1,30158086.91,14143748.42,15740411.51,37028071.9,14934142.5,72297.56813,229370.7363,2004.426015,5161.805977
"'New Bern, NC'",New Bern,NC,278,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Raleigh, NC'",Raleigh,NC,279,5,0,0,1,1,341940719.5,160365726.3,178469133.5,419834506.9,169327432.7,819729.7972,2600668.764,22726.73582,58525.98194
"'Rocky Mount, NC'",Rocky Mount,NC,280,5,0,0,1,1,20888472.69,9796420.557,10902321.39,25646847.92,10343873.23,50075.64909,158869.6384,1388.330705,3575.234845
"'Wilmington, NC'",Wilmington,NC,281,5,0,0,1,1,70169068.79,32908375.75,36623344.89,86153519.36,34747392.16,168215.3463,533678.7783,4663.714492,12010.01641
"'Charlotte, NC--SC'",Charlotte,NC--SC,282,5,0,0,1,1,440032582.5,206369527.4,229666223.4,540271607.7,217902060.9,1054884.075,3346717.507,29246.30991,75315.21549
"'Gastonia, NC--SC'",Gastonia,NC--SC,283,5,0,0,1,1,56127999.93,26323298.05,29294889.26,68913907.68,27794321.03,134554.8844,426887.8431,3730.489391,9606.771358
"'Bismarck, ND'",Bismarck,ND,284,4,0,0,1,1,19430991.53,9113008.578,10141617.63,23857353.72,9622135.367,46581.64922,185695.6353,1180.12789,1895.436815
"'Fargo, ND--MN'",Fargo,ND--MN,285,4,0,0,1,1,45751572.41,21457189.72,23879118.7,56173738.98,22655962.89,109679.6164,437232.8241,2778.690244,4462.933071
"'Grand Forks, ND--MN'",Grand Forks,ND--MN,286,4,0,0,1,1,11273589.38,5287240.053,5884024.631,13841702.78,5582628.292,27026.02103,107738.009,684.6936874,1099.705916
"'Grand Island, NE'",Grand Island,NE,287,4,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Lincoln, NE'",Lincoln,NE,288,4,0,0,1,1,74881889.03,35119721.05,39083102.54,91939914.52,37081158.01,179513.3231,628483.0696,6671.22699,2067.93538
"'Omaha, NE--IA'",Omaha,NE--IA,289,4,0,0,1,1,204567328.2,95942391.34,106769820.7,251167577.5,101300775.4,490406.4435,1716931.878,18224.9019,5649.323502
"'Manchester, NH'",Manchester,NH,290,1,0,0,1,1,56812177.13,26645025.64,29651978.13,69753938.83,28133121.96,136195.0511,337646.4669,3700.988456,1822.494985
"'Nashua, NH--MA'",Nashua,NH--MA,291,1,0,0,1,1,76758558.59,35999918.76,40062592.48,94244087.64,38010475.9,184012.2372,456191.919,5000.381143,2462.360979
"'Dover--Rochester, NH--ME'",Dover--Rochester,NH--ME,292,1,0,0,1,1,29072873.39,13635236.25,15174004.05,35695647.22,14396749.68,69695.99967,172786.073,1893.931446,932.6374844
"'Portsmouth, NH--ME'",Portsmouth,NH--ME,293,1,0,0,1,1,37607807.09,17638137.36,19628641.77,46174830.96,18623208.56,90156.67887,223510.9413,2449.933569,1206.4322
"'Atlantic City, NJ'",Atlantic City,NJ,294,2,0,0,1,1,72693917.99,34092974.47,37941137.44,89253526.37,35997685.36,174268.1315,886268.9116,12948.48947,14709.40405
"'Trenton, NJ'",Trenton,NJ,295,2,0,0,1,1,85571686.12,40132563.92,44662431.11,105064838.4,42374695.4,205139.8283,1043271.944,15242.3216,17315.18319
"'Twin Rivers--Hightstown, NJ'",Twin Rivers--Hightstown,NJ,296,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Villas, NJ'",Villas,NJ,297,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Vineland, NJ'",Vineland,NJ,298,2,0,0,1,1,29293954.17,13738673.87,15289393.83,35967090.28,14506227.95,70225.99414,357145.709,5217.939376,5927.546899
"'Albuquerque, NM'",Albuquerque,NM,299,8,0,0,1,1,217326138.9,101926397.4,113429026,266832833.4,107618878.2,520992.9647,5127309.201,20983.35567,17544.38365
"'Farmington, NM'",Farmington,NM,300,8,0,0,1,1,20260527.48,9502228.242,10574576.58,24875857,10032917.57,48570.28396,478000.4352,1956.202122,1635.599237
"'Las Cruces, NM'",Las Cruces,NM,301,8,0,0,1,1,38632903.19,18118909.5,20163670.15,47433443,19130831.31,92614.12765,911454.2826,3730.0987,3118.771071
"'Los Lunas, NM'",Los Lunas,NM,302,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Santa Fe, NM'",Santa Fe,NM,303,8,0,0,1,1,33551091.45,15735529.54,17511320.28,41193999.22,16614342.12,80431.57023,791560.6506,3239.437688,2708.524723
"'Carson City, NV'",Carson City,NV,304,8,0,0,1,1,15571821.63,7303221.23,8127400.435,19119068.28,7711092.57,37330.1139,112518.9135,1104.858716,932.836096
"'Las Vegas--Henderson, NV'",Las Vegas--Henderson,NV,305,8,0,0,1,1,501943595.4,235412735.1,261979406.9,616285884.6,248560099.1,1203302.48,3626945.473,35614.12204,30069.12839
"'Reno, NV--CA'",Reno,NV--CA,306,8,9,0,2,0.5,104565476.5,49041456.14,54575856.25,128385395.8,51780330.38,250673.379,755569.5203,7419.175531,6264.035972
"'Albany--Schenectady, NY'",Albany--Schenectady,NY,307,2,0,0,1,1,189636549.3,88937061.97,98977011.78,232835584.1,93907125.44,454613.0988,2863277.126,38463.92131,49619.49271
"'Buffalo, NY'",Buffalo,NY,308,2,0,0,1,1,248247635.6,116424895,129567898.4,304798223,122931059.1,595120.6521,3748231.969,50351.9894,64955.42019
"'Elmira, NY'",Elmira,NY,309,2,0,0,1,1,18243113.28,8555781.587,9521628.848,22398878.03,9033903.717,43733.96527,275448.4258,3700.244897,4773.415409
"'Glens Falls, NY'",Glens Falls,NY,310,2,0,0,1,1,24604755.65,11539308.67,12841961.1,30209696.79,12184159.03,58984.64326,371501.3498,4990.574806,6437.975686
"'Ithaca, NY'",Ithaca,NY,311,2,0,0,1,1,11896179.19,5579152.487,6208973.281,14606118.07,5890931.866,28518.54721,179617.5784,2412.898262,3112.703636
"'Kingston, NY'",Kingston,NY,312,2,0,0,1,1,41169866.19,19308128.92,21487789.91,50548324.57,20387123.7,98695.95558,621614.0116,8350.470938,10772.33204
"'Middletown, NY'",Middletown,NY,313,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Rochester, NY'",Rochester,NY,314,2,0,0,1,1,189706211.9,88969732.82,99013370.79,232921115.8,93941622.03,454780.1,2864328.945,38478.05096,49637.72033
"'Saratoga Springs, NY'",Saratoga Springs,NY,315,2,0,0,1,1,20551302.78,9638292.278,10726342.28,25232871.01,10176908.28,49267.35629,310299.2296,4168.414242,5377.366452
"'Syracuse, NY'",Syracuse,NY,316,2,0,0,1,1,120344509.1,56440001.15,62811414.45,147758879.7,59594033.7,288500.2411,1817053.102,24409.43871,31488.83226
"'Utica, NY'",Utica,NY,317,2,0,0,1,1,49415095.98,23175033.87,25791223.03,60671810.27,24470122.63,118462.1319,746106.7739,10022.84829,12929.74379
"'Watertown, NY'",Watertown,NY,318,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Poughkeepsie--Newburgh, NY--NJ'",Poughkeepsie--Newburgh,NY--NJ,319,2,0,0,1,1,157083507.8,73670111.18,81986601.55,192866989.2,77787012.73,376574.1389,2371766.5,31861.19821,41101.80237
"'New York--Newark, NY--NJ--CT'",New York--Newark,NY--NJ--CT,320,2,1,0,2,0.666666,3428315080,1607834945,1789340627,4209282162,1697685470,8218652.722,51763313.49,695364.0633,897038.3386
